"clusterN","medianL","medianB","madL","madB","regDL","regDB","medianPmRa","medianPmDec","madPmRa","madPmDec","medianPlx","madPlx","nObj"
24,120.555976178345,-0.699235019199804,0.145327231363508,0.214467667486635,0.636063776786003,0.686049074521516,-2.81806692302717,-0.543613635781968,0.125183747891968,0.137938668701108,0.244322563524356,0.0913644217208796,105
25,121.335093643544,-1.12998307334487,0.192734978685075,0.164391025304932,0.732904760880999,0.679842425912459,-2.50000749226751,-0.904813953191953,0.144565738222294,0.15664014163944,0.339087635152718,0.0942411314271885,126
26,121.751497933488,-2.48241850344161,0.146448871858013,0.140626914864683,0.551765574648002,0.58588691951149,-1.95316643541014,-0.632095358822929,0.147225017988843,0.167475190701175,0.195246856736462,0.0865186013154061,81
27,121.019515586558,0.00209066453682595,0.151965894541736,0.180145039518574,0.609477496518011,0.716534336725676,-2.56401677121494,-0.0789309929690717,0.147704977917592,0.140381674117391,0.252486561700787,0.0947346717951987,70
28,120.956766718731,-1.71996065539971,0.145816636444844,0.204225550078303,0.634511918181005,0.81156823205191,-1.10401412425428,-0.881537668417116,0.165882667272905,0.138101612871921,0.25131485534442,0.0997131577263035,108
29,122.145368672212,1.17800752871796,0.137375173397347,0.150341136190515,0.588673967950996,0.612414883038681,-1.96314878222145,0.190019441330351,0.141979088876003,0.149735571797788,0.207958422589323,0.0764285309886047,68
30,122.316754947421,1.88541830332253,0.119224656882474,0.142153864846739,0.48017607939299,0.57784117078357,-2.28525277207245,-0.0634084600408025,0.131200222505081,0.132166012084402,0.232336921806516,0.0958526298973017,163
31,120.531828365043,-0.721180986677824,0.160787689668506,0.151075088427057,0.614938024756,0.706948345705876,-2.96478399624869,-1.03978141316425,0.16859779022978,0.149360247222102,0.31362330829842,0.0941371523715912,128
32,120.924295245924,-1.31377820234492,0.163745070677767,0.135357357493907,0.669902081897988,0.54407061587363,-1.19698863257605,-0.326548593089331,0.172285481498806,0.16101602449635,0.134985589299977,0.0741206677310041,88
33,121.017047862973,0.589929392212128,0.147609613383378,0.142540472195223,0.660542672391998,0.640276574772555,-1.26885223267566,-0.52600093276487,0.13525144018214,0.172857668753149,0.196865319545434,0.0747019845333054,98
34,122.085578362413,2.33681244595685,0.13307324503105,0.142814908481325,0.599631438895997,0.61837341812192,-2.24371735851591,0.120775904481412,0.144110035751176,0.111903819024658,0.271466577390706,0.0858563642994808,57
35,122.257143285116,1.52966500917877,0.0854056158503926,0.0836933796132738,0.518107325066993,0.66120748158574,-2.40212172749336,-0.228946983361537,0.0940181455641577,0.104760434903879,0.286169195558871,0.07237512483606,242
36,121.507722874405,-1.73931634330767,0.142601875743467,0.13092259580946,1.24945729563599,1.00237943371657,0.35751079534141,-3.2914665657094,0.13488716037653,0.137204074774714,0.759272599988065,0.0610902243936224,147
37,121.534489641642,-0.0169225560014277,0.183555050048529,0.189660854201945,0.657164507112,0.86343925153418,-2.31941618644607,-1.16655228120992,0.129520583462221,0.146140950189786,0.303553802815174,0.0727603230865529,56
38,121.772404680726,-0.15533270619276,0.151982203583554,0.152999671866529,0.609201550446997,0.725830499028211,-0.878238180354042,-0.175228321152723,0.158255048274859,0.169046481399555,0.194575850210443,0.0963398962826737,101
39,121.617209206827,0.123415609438493,0.207687754681339,0.198248016389698,0.736453585540005,0.642200930261178,-3.59251904503965,-0.0423826490676966,0.120541888504198,0.1560173257525,0.301817849943223,0.0718722939514387,43
40,120.931220658211,0.37106655210384,0.141551318875121,0.184877864495179,0.675199085969993,0.582898647797907,-2.92227261898834,-0.437253211276035,0.120439081246729,0.098440970353725,0.32776515841788,0.0685427696663756,233
41,122.141593830506,0.214293346855344,0.153772841963007,0.165111363727477,0.529431716317006,0.615122374628462,-1.92901038926518,-0.0980421397740403,0.164470330515009,0.134436347929123,0.176473101399853,0.0848255265906802,86
42,120.303586390133,0.467094871996502,0.156821041034101,0.158033739162296,0.535014621436005,0.579438155040571,-2.28467457659471,-0.403241224273303,0.127669839758225,0.121070643510388,0.230186492460636,0.0593674505310735,105
43,121.918733664141,0.902689228404479,0.218863354208957,0.185308098837399,0.847616167502991,0.557507071325829,-2.7507201853796,0.448183590839052,0.169560591650846,0.167253633146072,0.270053595964053,0.0966962377786529,51
44,120.229356341503,-2.24465587758298,0.124515549867102,0.120491976501489,0.505433473287994,0.92555341483085,-0.937536542954738,-0.473327989927373,0.093202988875823,0.0914236879393857,0.623998725115881,0.0491216700053771,88
45,121.210623039964,-2.19197754597848,0.139747842621496,0.142933041024419,0.567664783829997,0.54586589880015,-1.28159616631473,-0.304560932228674,0.146286703223373,0.132270415259155,0.173237527814806,0.073433591472938,125
46,120.767229109224,-0.688259324828155,0.166340537957206,0.202745730493537,0.531283917781991,0.605176609827912,-3.02449280044907,-0.220149339263242,0.149509294855735,0.101648749242781,0.26748488446668,0.0993286441007229,56
47,120.516618999722,0.700848834755032,0.14240902908372,0.148979233291059,0.493700640390998,0.586725205533575,-1.98229519966493,0.0548387090874544,0.160326465663623,0.134027330268655,0.172098214807572,0.0694760451204077,76
48,121.022994146225,-1.63458109656341,0.127114018000075,0.207339950765423,0.456276242240008,0.71974928630848,-0.957256570023684,0.10092624580567,0.138975489530598,0.128100443902097,0.153064777755847,0.0815500229711286,42
49,122.152115156086,1.52682057578122,0.156719117952081,0.138499061324148,0.596997794899011,0.73944993775311,-2.24260419132904,-0.0540867711792093,0.10109097346456,0.106608243714351,0.270529200039229,0.0628255023529695,152
50,122.37803636836,1.11217910839197,0.0934395593216216,0.280067808549681,0.38257349029,0.708091093494643,-3.01534767669286,-0.511084262903962,0.125827179050146,0.122354175832176,0.332564898069972,0.0771706689925871,67
51,121.906765062582,1.48410685067613,0.148353291810324,0.109001033039936,0.562041230587994,0.5330883726761,-2.55222508973109,-0.514413133955132,0.174259134718522,0.138509064373951,0.292515184658982,0.0849781153484638,105
52,120.629846513125,1.28371115268697,0.169541530347639,0.132015161319775,0.69734207477299,0.52103058998711,-2.80840268669164,-0.430271312677946,0.113750078168554,0.162328363324188,0.338999447766789,0.0990171777391392,69
53,120.715326158128,-1.44634544172657,0.204717480506568,0.153593124861742,0.636714409449993,0.65145251919784,-1.70680668261937,0.0905924316733296,0.152479129539237,0.144182260760947,0.151127380548445,0.0836813016024685,67
54,120.163048336283,0.570663902542144,0.133775969663413,0.156336690676552,0.437689447796998,0.64987172721734,-1.28613152605422,-0.261892876259529,0.145038633319386,0.130026133984253,0.271597202727054,0.0974026274420424,69
55,120.763646193847,-0.937698228303402,0.080736341024532,0.0821891920687739,0.537124221186005,0.575380108151266,-2.37455811214663,-0.820014228777834,0.128200240014927,0.126268479804683,0.316008546925945,0.0850178275078531,169
56,120.776202944686,0.318102094347791,0.131680875530338,0.137872413950611,0.500044634640005,0.662362439452853,-2.53300641450982,-0.738002597569526,0.132589652324723,0.164019166390206,0.254823696858161,0.0770930118359618,103
57,121.170266620033,1.32930171677117,0.175542411117502,0.14076736433891,0.616051424224011,0.59176918816188,-1.68592368050977,-0.262330307010374,0.147397320693828,0.151865303537172,0.157205778840481,0.0981861034906155,62
58,120.488703942019,-1.02528499346805,0.138618945139513,0.146819375227924,0.833151476159998,0.603620149830943,-2.33927275452304,-0.382454133192594,0.137538003945344,0.155025981209082,0.269770125284909,0.0981011943326898,69
59,120.536562864378,-1.20926172243928,0.0973851211319464,0.108488237418884,0.526792120835992,0.458324578692748,-1.93035841887674,-0.647332659929778,0.165880822572637,0.171217934933929,0.166351326550238,0.0810618466171726,73
60,120.787040151413,0.471149123284923,0.146957657694122,0.162637176413102,0.620099057297992,0.61666294676034,-2.16962333592095,-0.309276294936663,0.156356561505695,0.140088293781101,0.234170444880964,0.0706523219666238,170
61,120.604099798225,0.354980757238225,0.158590476459622,0.141096363930279,0.573623271353995,0.560954260925374,-2.05803385660679,-0.755300306482736,0.111947174668477,0.152086918495162,0.207531575495453,0.0752127334026885,101
62,122.183090957158,-2.25632191846617,0.192470884938792,0.15545683944741,0.763858112514995,0.57669767003148,-1.98919878274453,-0.355218079592876,0.169032622198817,0.164279057162103,0.209450563671976,0.0885234700660052,164
63,120.375394911001,0.829114020158306,0.107358855802104,0.177048538686336,0.541044780839997,0.666599304679877,-3.01246457196132,-0.468533688566514,0.134905854982861,0.119353716253467,0.301282481274577,0.0657435201842209,140
64,120.264569356298,0.7232222826273,0.185377390096538,0.122858851086227,0.53580313681401,0.662584337822074,-2.33254546327209,0.00265541229730351,0.128290342217035,0.153213480779331,0.227455518077462,0.0912977124991181,59
65,123.29254117412,2.2663780477688,0.168921993015012,0.169809579128155,0.66753229383599,0.77765394456309,-1.8130648329298,-0.383088958595935,0.147814396692509,0.161189949626734,0.209046823299431,0.0962740713511454,162
66,124.760258242459,0.435121455581808,0.187425007558445,0.249235593608193,0.641064826611,0.962905518037097,-2.27708515288875,-0.544373233603507,0.138310897835357,0.148267190001926,0.342535103750048,0.0829497253258003,119
67,123.316971250799,0.100836964466093,0.174423640002582,0.155662896835427,0.637262142155009,0.631164022638482,-2.2501030190009,-0.422805558711809,0.169874059929387,0.157854485309468,0.398180995062882,0.0718526486058067,84
68,123.313694264857,1.12418722522545,0.199035966624178,0.141748805882407,0.705207324599002,0.552740577828828,-1.73895584849812,0.0826470299747074,0.108367349442474,0.165069643677132,0.155961938360345,0.0903162906896058,124
69,122.6896226391,0.159458779469495,0.13618753623813,0.172279445436441,0.504956641315999,0.794676108297604,-1.47829895290277,-0.475627047033857,0.172855365771591,0.144441484862725,0.331372082484638,0.0947295722520335,98
70,124.873786348069,2.59064122347919,0.123395716348403,0.183505259081744,0.436152137606996,0.50738647304759,-1.88064820395108,-0.126488456748344,0.15506486519955,0.16629958777536,0.13492250504987,0.0878355003907923,24
71,123.5895371027,2.5215331128313,0.219727238542159,0.162878433634615,0.852768721643997,0.54788769089254,-2.21955140848511,-0.0397608097998708,0.167633117696363,0.162793797350558,0.254062438263821,0.0966159538994281,129
72,124.254560325816,0.295086027136783,0.149811444547308,0.18498579773683,0.748858384366997,0.774097933230284,-1.74570179398438,-0.535460107098039,0.156732843157858,0.172696635134582,0.233935564386449,0.0837915187391253,147
73,123.532621586809,-1.9025746904775,0.214599669619376,0.166233376318895,0.797530956186009,0.72220146462542,-2.38003301700327,-0.337059220238663,0.146311457292788,0.17067161987179,0.24361357750074,0.0977143483291604,98
74,123.895837764908,0.948372057872572,0.159404684327224,0.153442780651259,0.629729305922993,0.665991302393907,-2.21294210110086,-0.276982014443959,0.111649258565836,0.125467184846835,0.309271595627258,0.0882319970742491,163
75,122.970893975856,1.00121017964427,0.137490572976809,0.142631629229627,0.611154753855004,0.645844771233114,-1.46639521605388,-0.298258614054035,0.166137592346783,0.132799024816485,0.201294480839826,0.0888548345578612,182
76,124.693212597197,-0.600112742688049,0.0798441971781682,0.0763326190944364,0.737283361126003,0.870224976491249,-2.09299514645005,-0.366007200116342,0.141407222543016,0.145748026869325,0.332224654481069,0.0892016895435462,288
77,122.983710189336,1.65858390536188,0.114271708420166,0.226625187699779,0.667794085430998,0.7266084770129,-1.37376852671593,-0.618157596138436,0.150816571637406,0.141844126870537,0.162794444413454,0.0773415824639821,53
78,122.665754538873,-1.87878557429597,0.104775291747274,0.221386633093854,0.443158083200998,0.8258748944056,-2.23642565169628,-0.672193113482358,0.144630919363595,0.116384949419008,0.167255301322419,0.0997794841105222,79
79,122.958916470202,0.238121635199927,0.130944422286879,0.195863882052171,0.762380050798996,0.848851487079257,-1.22337674297513,-0.401918116026497,0.163451885015232,0.169902936761581,0.19400514413196,0.0893578966412585,172
80,124.012631091609,1.28602420411695,0.147715626128538,0.174231766680012,0.694336930759007,0.60705036748199,-2.18717090814963,-0.266795952910022,0.105980853086811,0.135018016551714,0.352906234980184,0.0806171707619456,133
81,122.639197841875,0.152801800052552,0.135849166555828,0.212915727891413,0.342733357059004,0.818626559019791,-1.66743036803111,-0.0600656778247458,0.107026445123693,0.168643406381073,0.216373144731605,0.0900439436894871,108
82,122.986112723241,1.89274421433892,0.140019526938057,0.17303386812234,0.654282906850995,0.59891465252843,-1.73535335001227,-0.0444432835303994,0.147873909410765,0.160064830061235,0.190446224544775,0.095253182510601,125
83,124.387446359716,-1.92150260469157,0.170706973690581,0.0884709069032851,0.800083222845004,0.49551651859544,-0.768944272968956,-0.282877107193395,0.147833141892974,0.16286492321908,0.18508051414016,0.0981871197040195,100
84,124.141069535965,-1.15495241349275,0.0995587365075329,0.08446933605236,0.671395741944991,0.53679164350903,-1.44703823512703,-0.984761266496309,0.173492748552385,0.125104656379297,0.399823661952772,0.0829809300717768,78
85,123.84749359044,0.52158009337675,0.167035541166529,0.172648006792628,0.685604756719002,0.70273663962382,-2.06605724293941,-0.485768189456813,0.161710068252069,0.165009610591922,0.275197700827213,0.089996063021113,195
86,124.461004433805,-2.11112017059718,0.117323291396763,0.167587318866719,0.511515645094008,0.70597159404264,-1.21279483942307,-0.227782903516564,0.141146345833213,0.155758407709126,0.132463713070038,0.0767979276724362,122
87,123.529363993834,-1.15923849390369,0.168187644438641,0.179714501957482,0.691516425938005,0.66257655123912,-2.40608755112397,-0.691047654293379,0.154783113464007,0.157360461393524,0.334165988660462,0.0962130106934643,72
88,123.745283143044,-1.64524640786095,0.194654805661655,0.158176226081555,0.818146919770996,0.79135320774186,-2.54036669667157,-0.707919042206916,0.158566769493699,0.143893652586493,0.329926107495387,0.0855958006656336,160
89,124.597361186242,-0.0530870327003986,0.142468042290988,0.159577162551294,0.681638043266005,0.583062910835412,-1.76200670941162,-0.146343240439127,0.126632197189166,0.164018707326891,0.162993983846512,0.0761349019277008,76
90,124.011953421806,0.679798259390891,0.15975512029122,0.151720090556447,0.772898746400003,0.697841525391804,-2.51875352768544,-0.479867453128161,0.137707810955397,0.137575897401072,0.281489318105821,0.0874807296167732,162
91,123.388305216719,2.25734236535581,0.162736378332558,0.210032800665412,0.636502448918009,0.81934359660625,-1.38127937671032,-0.235649133556028,0.160405682351063,0.170968313518126,0.18301839757884,0.0958542462939204,170
92,123.647060080408,1.3996453378393,0.163661663775285,0.161941809640448,0.719752199767996,0.721796382887,-2.47192886544101,-0.42362039535624,0.165595901980516,0.169099319605651,0.29157284062094,0.0959359904871171,171
93,123.176208418465,-0.412457263082523,0.210812610251833,0.145573642604579,0.791390284372994,0.560913404572502,-1.21633885136621,-0.814116753902328,0.128490600361572,0.173201431419092,0.318630306163323,0.0800605045062204,75
94,122.937542126675,1.7063459837432,0.190680792246581,0.142381481286361,0.790309933057003,0.7687739949071,-2.45027939739972,-0.269429425060931,0.140366742184709,0.14090858402606,0.3229316063175,0.0815960735545462,347
95,126.736470318789,-1.52525962255193,0.12573069166553,0.145143234262132,0.681542180310998,0.61593381045918,-1.94688480395015,-0.377111763006212,0.156191691743593,0.14485593024924,0.305946233139831,0.0989776593142082,136
96,127.04429715107,0.728360339573109,0.187084155341013,0.129149287659499,0.733283033003005,0.611321119502117,-1.90861237455872,-0.10761443220935,0.129688746606328,0.140734564409178,0.33438755397047,0.076126897089781,125
97,125.143360954215,0.0789040802041605,0.14207792349499,0.101645771609328,0.430752619851006,0.495621390915773,-2.09174126281197,-0.412642606900607,0.132169945084953,0.142419846366554,0.167292651418834,0.0719730114980286,39
98,125.527089037746,-2.02607090217686,0.145939115070862,0.253113186111802,0.683964814818992,0.79916522800437,-0.492319804387855,-0.893815945442606,0.160162464366532,0.146724929825132,0.222344936953382,0.0975186538639636,72
99,126.508457033351,1.09774398356818,0.181443169088,0.196419005122986,0.819081472337004,0.86384351610004,-2.37247300851284,-0.150295487385105,0.170717386522099,0.162588365733602,0.30409449911635,0.0999453941523912,107
100,127.200337987885,0.744814197470501,0.0621689347731801,0.0528190320775452,0.675013696275997,1.05420424291496,-4.2601664864999,0.258764310432644,0.118409175006068,0.133246249587696,0.321429231617658,0.0646251790819968,579
101,125.838622360617,-0.730661272182916,0.143638629006827,0.148267167179208,0.682396347213,0.723688259120234,-2.06859839333818,-0.476380236928776,0.15882003035165,0.143264556584049,0.326295504326888,0.0925343888244012,101
102,125.678887812178,2.52890900776179,0.138421324398066,0.173460503401055,0.640123419395991,0.58083330619954,-1.34311472145437,-0.158574639398238,0.146372847955148,0.141163881106056,0.14038930896103,0.0882047254899589,77
103,125.203927310431,2.35991639227736,0.164186214394449,0.162745395623962,0.560045811064995,0.76152325208688,-0.487703558771822,0.543371590708281,0.155512338129407,0.1739291200786,0.241123040328991,0.098830253564783,30
104,126.947253397844,2.21250749921925,0.19707927905811,0.173932542550697,0.738797901097996,0.56362035240675,-0.719678632892251,0.561346116119166,0.126251154253627,0.16690422338092,0.122532996800656,0.0979306452584346,62
105,126.817000418895,1.51579337422971,0.18308599070774,0.196109963762936,0.767244113299995,0.75016757814616,-1.02341181929899,0.829502391015212,0.173070097092078,0.172102074735635,0.184020254745389,0.0874042251893114,81
106,126.040908932209,-0.0924795616501842,0.0932373615648965,0.130579980465,0.580051351997994,0.593128159667584,-1.68139329134014,-0.0276905072719298,0.120743815347934,0.120032727968372,0.307964763864027,0.0951953987775492,80
107,126.678186710704,2.02450022806535,0.129822497345927,0.205935153079187,0.539841362810009,0.80856908457741,-1.10978049181427,0.169623032536463,0.158904989111403,0.153154882719136,0.123651584717033,0.0840935722073469,137
108,125.864089469936,-2.59458315684132,0.0932373551711884,0.0793079483798119,0.625183424444003,0.51210664106391,-1.36477673882257,-0.785418494749329,0.132704885109558,0.113639008373992,0.429225100888191,0.0935159400932649,205
109,125.711972992489,1.34348034618741,0.184589420821883,0.169818576518141,0.655725318472008,0.650703283142709,-1.9113505734812,-0.0577673440615263,0.153018224813258,0.165788707487067,0.196736500237141,0.0935128113694768,112
110,126.893020246431,0.114789788364175,0.161768911185173,0.146939628050057,0.589793225030007,0.670991398812591,-1.60185858322642,-0.156625924940076,0.141944898006482,0.116836833457981,0.273129112527396,0.091997148660638,179
111,127.30920642526,0.63946831824203,0.134033698068967,0.181309901778443,0.582783749328996,0.908528770544427,-2.82327839380656,-0.0613468379443385,0.157248434519243,0.130369671600334,0.312511736056854,0.0748226600530666,57
112,127.205953983236,-1.20885472289359,0.14300275271354,0.147883644852827,0.585326744762,0.512565333036558,-1.93016947206659,0.311844009964626,0.143583783640516,0.171556535040861,0.273316179477206,0.0908581526703103,46
113,127.117950667014,-0.977481795193618,0.164254453239623,0.142285075863617,0.605701371697009,0.625377655688923,-1.61979564388739,-0.287082794636239,0.0988751047716083,0.117402033035956,0.364955546756386,0.0780726087279099,90
114,125.30293825079,0.694808009911197,0.187212403156546,0.14557638359009,0.653495777695994,0.592709937963908,-2.08825852161475,-0.249526205665999,0.125816729022275,0.141257479903606,0.287063408543167,0.0918392426675157,112
115,126.20227578747,1.31889888181305,0.12268339217311,0.14918844979812,0.66417240600299,0.56386969848821,-2.06317740419164,-0.265758307947234,0.141236379141241,0.141471693624415,0.218068994283439,0.0993209580887173,55
116,126.22304995804,0.1114337542832,0.145306324917718,0.22480323954072,0.545810364256994,0.633403464801434,-1.61923069094774,-0.152941545540036,0.143191099186135,0.155777991998037,0.243670269331232,0.0823823783573452,228
117,126.681753574352,-0.235179868732796,0.190341698174819,0.160965609169929,0.734571185773007,0.640558006152551,-1.57589935618137,-0.601531923152527,0.167593255051839,0.115235599753142,0.313805671438568,0.0917725482557985,89
118,126.538704854471,-2.05820720975287,0.179794645414566,0.232639224571333,0.699514762812996,0.96042731902332,-2.72333457525171,-0.204146900889954,0.170493697798332,0.151258208723835,0.257362496915693,0.084076135540523,92
119,127.367062898153,1.63475839454914,0.111870713099243,0.198565191565382,0.436481020447005,0.88311618240482,-1.30741402104279,-0.0466917238935322,0.155907225612746,0.133235284794044,0.190401650868273,0.0931851873403789,118
120,125.839053290795,-2.23074064179409,0.125978428974965,0.102622797922047,0.963563897777988,1.02798290062259,-2.45252993518173,-1.79688107148411,0.125135259276082,0.129405521625806,0.785589335382396,0.0799345108510672,136
121,126.19670647779,-1.65783393675088,0.172266761773222,0.18675848472756,0.638496503906993,0.73927871853034,-2.10313384220868,-0.483313276999748,0.130089051744325,0.162215333048051,0.323684082424351,0.0958904428362051,131
122,127.197815945959,-1.14255378756406,0.12433363664624,0.191182742152044,0.495757821392004,0.610649858703029,-1.43246998980973,-0.487214275521209,0.152340250789092,0.12073966350461,0.299573487612714,0.0940729835191579,77
123,125.534769738958,-1.40963307641039,0.173207155342882,0.143099521843189,0.703496681299001,0.57310554368844,-1.77086877740741,-0.516035477327591,0.170010436522977,0.134368062598425,0.191213747982381,0.0941692746378055,126
124,127.344630917624,-0.123525184495211,0.137813485127856,0.16643315505293,0.460218724014993,0.647807743419165,-1.57978867685384,-0.306885392150451,0.102291710601477,0.122002941061007,0.306596604731587,0.0821919013490735,299
125,125.391584014619,2.43273419469609,0.182488062959546,0.128646472950458,0.598524535473004,0.6731814305152,-0.801428290613112,-0.174000981570212,0.0596388262480737,0.0865768997338722,0.977726557468459,0.0525667545905354,8
126,125.4739382084,-0.452562766362323,0.149483296883483,0.121308940705075,0.663789317869004,0.574687656666008,-1.93198870143319,-0.0468203854724171,0.110250969256815,0.15613366963457,0.19285838071081,0.0937893272982787,63
127,127.223868446591,-1.87453044486291,0.181222372275868,0.124472941499725,0.629093847971006,0.5796667959878,-1.01103375114914,-0.0714563808745193,0.150973485528067,0.146266918406589,0.191564018486265,0.0996557586097426,140
128,126.03025659609,-2.2755161399146,0.153255514214478,0.153536276128663,0.593848048802002,0.66171643974446,-0.723415518654993,-0.370175244099186,0.158442345520936,0.137330207434967,0.159719918399114,0.0940985822719289,112
129,127.11885708403,0.278316607030685,0.164149270781587,0.122630417965234,0.741550578426001,0.496671881528341,-1.13155379431182,0.180768140380661,0.0905972815677405,0.130329620929723,0.132829091055123,0.0751994373493875,39
130,125.25068399988,-0.230611862418532,0.178298017813211,0.186161621204684,0.495995184454998,0.604771789242608,-2.24289259601818,-0.188267771845446,0.162467063111259,0.13835417817631,0.313984628285214,0.0884559683228675,86
131,129.908076234147,-1.22195009000737,0.0643582876705207,0.146514381966346,0.305341795775007,0.47803246146989,-0.960634972146013,-0.377438188957846,0.145517948334264,0.111945058750735,0.310159058839981,0.068510309135298,78
132,128.039044502571,-1.96834610501739,0.121613726454412,0.140053514982762,0.717734128074994,0.56733832042813,-1.40941203886644,-0.51753168244403,0.130773644113179,0.119698469110285,0.380886407075913,0.0803805305335874,183
133,128.383636448973,-0.0596904672392356,0.136475507998706,0.154944560656429,0.557229537112022,0.643647781350629,-1.28600187523634,-0.360018813920255,0.107622249513692,0.152390327070037,0.339575694685114,0.0887263886951199,99
134,128.878585843793,0.616993031360224,0.0903843196403405,0.124847891083424,0.353856758420989,0.641649266128161,-1.15639505523027,-0.055969800014463,0.102417143098092,0.122095694852755,0.377401902917633,0.0855408253541256,36
135,128.286310387844,-1.60031017839255,0.141575719094534,0.142372162498591,0.625249333262005,0.51892085448737,-0.580131616579022,-0.359827418329197,0.15159211098979,0.146969438410258,0.161239687298003,0.0953652366141504,96
