"","X","designation","l","b","ra","dec","mag_j","dj_m","mag_h","dh_m","mag_ks","dks_m","mag3_6","d3_6m","mag4_5","d4_5m","ra_epoch2000","dec_epoch2000","errHalfMaj","errHalfMin","errPosAng","source_id","ra_x","ra_error","dec_x","dec_error","parallax","parallax_error","pmra","pmra_error","pmdec","pmdec_error","duplicated_source","phot_g_mean_flux","phot_g_mean_flux_error","phot_g_mean_mag","phot_bp_mean_flux","phot_bp_mean_flux_error","phot_bp_mean_mag","phot_rp_mean_flux","phot_rp_mean_flux_error","phot_rp_mean_mag","bp_rp","radial_velocity","radial_velocity_error","rv_nb_transits","teff_val","a_g_val","e_bp_min_rp_val","radius_val","lum_val","angDist"
"1166",2979,"SSTGLMC G138.2297+02.0581",138.229772,2.058108,45.758551,60.959336,15.533,0.064,14.372,0.051,13.881,0.052,13.215,0.041,12.919,0.041,45.7585328720313,60.9593322849348,0.005,0.004,0,466160189644155264,45.75853267696,0.1619,60.95933329618,0.1451,0.4062,0.209,-0.022,0.27,0.235,0.351,"false",677.716,2.21437,18.610746,153.461,7.93663,19.886396,862.497,9.40276,17.422525,2.463871,NA,NA,0,NA,NA,NA,NA,NA,0.034387
"1167",2987,"SSTGLMC G137.5319+01.7370",137.531956,1.737058,44.178695,61.006634,15.543,0.067,15.32,0.117,15.182,0.169,14.885,0.078,14.669,0.067,44.1786457031074,61.006630808635,0.003,0.002,0,466198805694030464,44.17864256782,0.0878,61.00663143952,0.0825,0.0973,0.1083,-0.353,0.139,0.147,0.188,"false",1385.59,1.39415,17.834276,533.968,6.65658,18.5326,1338.11,7.68127,16.945694,1.586906,NA,NA,0,NA,NA,NA,NA,NA,0.086784
"1168",2992,"SSTGLMC G143.2734-00.5661",143.273408,-0.566128,51.402316,56.092579,13.205,0.023,12.458,0.021,11.878,0.021,11.232,0.039,10.8,0.033,51.4023082647018,56.0925483225853,0.002,0.002,90,448493099371784576,51.40230583961,0.052,56.09254838367,0.0469,0.1444,0.0711,-0.314,0.138,0.014,0.131,"false",5236.85,5.68086,16.39069,1094.91,12.0731,17.75294,6552.09,23.9201,15.220971,2.531968,NA,NA,0,3699,2.378,1.175,NA,NA,0.111526
"1169",2993,"SSTGLMC G137.7034+01.8229",137.703399,1.822925,44.57403,61.002869,15.031,0.04,14.068,0.047,13.383,0.035,12.67,0.034,12.442,0.043,44.5741781365884,61.0028808130265,0.004,0.003,0,466196022555240320,44.57417413997,0.117,61.0028801435,0.1097,0.3753,0.1546,-0.45,0.181,-0.156,0.231,"false",964.486,7.93138,18.227627,226.199,10.839,19.46516,1206.99,29.6295,17.05766,2.407501,NA,NA,0,NA,NA,NA,NA,NA,0.261996
"1170",3002,"SSTGLMC G137.8406+01.7735",137.840689,1.773558,44.775826,60.894865,16.145,0.112,15.266,0.116,14.53,0.092,13.841,0.046,13.469,0.037,44.7758134307239,60.8948549631295,0.014,0.009,0,466147407820933888,44.77581185838,0.4032,60.89485639349,0.4458,0.9378,0.5485,-0.178,0.578,0.332,0.932,"true",233.973,1.49838,19.765451,77.6011,7.41831,20.626719,361.843,9.24782,18.365622,2.261097,NA,NA,0,NA,NA,NA,NA,NA,0.042309
"1171",3007,"SSTGLMC G137.9725+01.7593",137.972575,1.759358,45.000667,60.820097,14.524,0.033,13.287,0.038,12.72,0.03,11.779,0.035,11.262,0.03,45.0006936519372,60.8201406375304,0.005,0.003,0,466148949714772480,45.00069132679,0.1436,60.820142701,0.1308,0.1934,0.1792,-0.263,0.214,0.479,0.297,"false",802.47,1.37926,18.427294,100.767,7.00333,20.34309,1222.65,7.63684,17.043663,3.299427,NA,NA,0,NA,NA,NA,NA,NA,0.163912
"1172",3014,"SSTGLMC G143.5543-00.4633",143.554296,-0.463361,51.922493,56.021225,14.934,0.033,14.404,0.045,14.072,0.047,13.508,0.052,13.33,0.037,51.9224162089772,56.0212255898646,0.003,0.003,90,448497012084151040,51.92241483302,0.0877,56.02122719078,0.07,0.0539,0.1212,-0.179,0.214,0.372,0.165,"false",1773.48,2.19116,17.5663,481.104,6.48172,18.64579,1999.97,8.90303,16.509363,2.136427,NA,NA,0,NA,NA,NA,NA,NA,0.154517
"1173",3021,"SSTGLMC G142.6486+02.1812",142.648605,2.181217,53.334852,58.710936,15.877,0.069,15.613,0.13,15.093,0.123,14.767,0.054,14.651,0.049,53.3349255387622,58.7109509788588,0.007,0.006,0,449934486098724736,53.33492767219,0.2156,58.71095337316,0.1953,0.1437,0.2781,0.257,0.389,0.556,0.463,"false",387.082,1.04644,19.218859,88.9761,5.11929,20.478205,515.595,8.64795,17.981148,2.497057,NA,NA,0,NA,NA,NA,NA,NA,0.14769
"1174",3123,"SSTGLMC G140.8351+01.5321",140.835098,1.532178,49.714668,59.180097,15.496,0.059,15.009,0.075,14.687,0.085,14.471,0.058,14.078,0.064,49.714609944623,59.1801089750199,0.005,0.004,0,461862984669089280,49.71460626093,0.1738,59.18010761082,0.1613,0.0468,0.2153,-0.438,0.274,-0.317,0.326,"false",701.912,1.05069,18.572659,161.383,5.93059,19.831747,833.316,6.77432,17.459896,2.371851,NA,NA,0,NA,NA,NA,NA,NA,0.115431
"1175",3127,"SSTGLMC G140.6816+01.4785",140.681641,1.478525,49.405268,59.216291,15.451,0.065,15.004,0.099,14.515,0.105,14.23,0.035,14.066,0.041,49.4052872309252,59.2163056292586,0.005,0.004,0,462048737713952384,49.40528669364,0.1528,59.21630806265,0.138,0.3133,0.1919,-0.064,0.246,0.565,0.307,"false",800.949,1.27625,18.429354,192.847,7.97676,19.638355,974.905,6.30899,17.289515,2.348841,NA,NA,0,NA,NA,NA,NA,NA,0.063475
"1176",3136,"SSTGLMC G141.1488+01.3146",141.148837,1.314597,50.002562,58.82834,15.976,0.084,15.853,0.174,15.385,0.15,15.331,0.058,15.172,0.059,50.0025078945671,58.8283411682752,0.005,0.004,0,461840272880950528,50.00250749857,0.1467,58.82834407385,0.1394,0.0899,0.1856,-0.048,0.227,0.675,0.308,"false",747.231,0.981109,18.504728,254.468,5.27547,19.337307,753.88,4.60787,17.568665,1.768642,NA,NA,0,NA,NA,NA,NA,NA,0.100906
"1177",3153,"SSTGLMC G140.9799+01.3941",140.979954,1.394169,49.809269,58.986052,15.92,0.093,15.742,0.165,15.242,0.141,15.041,0.064,14.868,0.061,49.8092424136875,58.9860514015777,0.006,0.004,0,461856937354580224,49.80924162154,0.1509,58.98605133714,0.1635,0.1636,0.2333,-0.095,0.271,-0.015,0.395,"false",622.678,1.03578,18.702707,172.529,6.70529,19.759233,698.814,5.98285,17.651016,2.108217,NA,NA,0,NA,NA,NA,NA,NA,0.049362
"1178",3159,"SSTGLMC G141.7110+00.9363",141.711043,0.936306,50.516371,58.206198,15.707,0.085,15.436,0.178,14.788,0.117,14.547,0.071,14.409,0.06,50.516349085351,58.206199214111,0.007,0.005,0,449751039454532992,50.51635110253,0.1662,58.20619958472,0.1717,0.2723,0.2235,0.247,0.319,0.086,0.436,"false",520.876,0.878826,18.89653,137.926,9.37678,20.00227,689.945,8.38665,17.664885,2.337385,NA,NA,0,NA,NA,NA,NA,NA,0.041795
"1179",3163,"SSTGLMC G141.6119+01.3885",141.611911,1.388547,50.829109,58.639242,16.24,0.085,15.955,0.171,15.475,0.181,15.239,0.077,15.05,0.042,50.8290702392224,58.6392119859454,0.009,0.007,0,461796159277668864,50.82907149059,0.2468,58.63921224728,0.2272,-0.0398,0.3501,0.151,0.436,0.061,0.586,"false",354.098,1.03823,19.315557,102.116,8.82319,20.328657,479.001,13.9707,18.061079,2.267578,NA,NA,0,NA,NA,NA,NA,NA,0.130186
"1180",3173,"SSTGLMC G141.5687+01.3047",141.568729,1.304753,50.671726,58.592685,15.5,0.059,14.897,0.077,14.658,0.096,14.535,0.074,14.112,0.083,50.6716326096352,58.5926470739606,0.004,0.003,0,461772725935521536,50.67163128414,0.1088,58.59264704063,0.0981,0.1698,0.1545,-0.16,0.183,-0.008,0.232,"false",1038.66,1.07165,18.147184,291.306,6.40242,19.190516,1173.66,6.64061,17.088064,2.102451,NA,NA,0,NA,NA,NA,NA,NA,0.222121
"1181",3176,"SSTGLMC G141.5737+01.1717",141.573732,1.171725,50.540875,58.47842,15.559,0.08,15.173,0.111,14.935,0.125,14.673,0.071,14.393,0.049,50.5408242901953,58.4784342021533,0.005,0.004,0,461770247733603456,50.54082490052,0.1563,58.47843692129,0.1357,0.1333,0.2102,0.074,0.26,0.632,0.337,"false",589.117,0.841735,18.762861,140.655,4.80692,19.981,743.626,4.93673,17.583534,2.397467,NA,NA,0,NA,NA,NA,NA,NA,0.108275
"1182",3178,"SSTGLMC G143.7938+01.6664",143.79382,1.666483,54.523878,57.623834,15.705,0.065,15.451,0.106,14.702,0.072,14.673,0.055,14.526,0.051,54.5238783550976,57.6238412765535,0.004,0.004,0,449067044441124864,54.52387590317,0.1411,57.62384234277,0.1115,0.46,0.1653,-0.305,0.238,0.248,0.242,"false",784.041,1.09959,18.452518,185.848,6.18947,19.678495,924.714,7.26472,17.3469,2.331595,NA,NA,0,NA,NA,NA,NA,NA,0.026205
"1183",3184,"SSTGLMC G143.7164+01.8097",143.716422,1.809719,54.565947,57.785067,15.779,0.069,15.717,0.121,15.039,0.098,14.94,0.059,14.857,0.056,54.565974986422,57.7850542454926,0.004,0.004,90,449073534134308096,54.5659717868,0.1415,57.78505414584,0.1057,0.2093,0.1653,-0.396,0.254,-0.023,0.243,"true",914.919,1.21495,18.284908,279.67,6.32689,19.234774,985.568,8.48885,17.277704,1.957069,NA,NA,0,NA,NA,NA,NA,NA,0.070662
"1184",3202,"SSTGLMC G141.8335+01.6444",141.833569,1.644475,51.456323,58.730498,12.619,0.021,11.525,0.017,10.786,0.018,9.795,0.04,9.326,0.03,51.4562705121758,58.7304781688744,0.001,0.001,0,449791828761000960,51.456269763,0.046,58.73047323587,0.0364,0.9952,0.0574,-0.09,0.072,-1.146,0.083,"false",7774.39,49.2255,15.9617,1653.13,42.544,17.305618,9798.23,166.094,14.784051,2.521567,NA,NA,0,3681,2.75,1.389,1.97,0.642,0.121312
"1185",3203,"SSTGLMC G141.7013+01.6263",141.701353,1.626372,51.224839,58.788648,16.245,0.098,16.032,0.193,15.252,0.151,15.076,0.047,14.862,0.058,51.2248959460051,58.7886134275474,0.01,0.008,0,449794641962803072,51.22488934103,0.3205,58.78861111802,0.2398,0.5521,0.4158,-0.795,0.532,-0.536,0.65,"false",371.521,1.12564,19.263409,89.7045,6.54075,20.469353,482.571,7.23033,18.053017,2.416336,NA,NA,0,NA,NA,NA,NA,NA,0.163634
"1186",3223,"SSTGLMC G138.7466+00.4458",138.746682,0.445839,45.117422,59.296637,16.518,0.103,15.654,0.094,15.415,0.128,14.698,0.047,14.336,0.058,45.1174740626137,59.2966156374141,0.013,0.008,0,461492689767107584,45.11747241663,0.2809,59.2966176457,0.2984,0.4652,0.3575,-0.195,0.538,0.466,0.823,"false",368.813,1.27703,19.271349,99.8262,7.66176,20.353277,432.048,7.83415,18.173088,2.180189,NA,NA,0,NA,NA,NA,NA,NA,0.12277
"1187",3238,"SSTGLMC G139.3834+00.7169",139.383444,0.716961,46.46431,59.225824,16.125,0.078,14.634,0.043,13.622,0.035,12.182,0.048,11.58,0.027,46.4644128743937,59.2258839384625,0.009,0.008,0,461313366294508544,46.46441077345,0.3115,59.22588026425,0.314,0.9652,0.4134,-0.25,0.503,-0.853,0.602,"false",245.433,3.62275,19.713533,63.3698,6.89468,20.846682,365.932,16.515,18.35342,2.493261,NA,NA,0,NA,NA,NA,NA,NA,0.287171
"1188",5,"SSTGLMC G135.1412+02.1765",135.141226,2.176514,40.040071,62.442605,15.96,0.078,15.395,0.113,15.113,0.128,15.011,0.078,14.393,0.095,40.0400422455734,62.4425166221416,0.003,0.002,0,466012648933014144,40.04002974993,0.0919,62.44252090568,0.0964,0.3173,0.13,-1.343,0.159,0.995,0.223,"false",1030.4,1.12168,18.155855,379.786,6.64062,18.902542,1074.14,8.38955,17.184265,1.718277,NA,NA,0,NA,NA,NA,NA,NA,0.321744
"1189",27,"SSTGLMC G129.1787+00.7622",129.178706,0.762247,26.706495,62.960275,14.696,0.043,14.313,0.051,14.192,0.062,13.96,0.045,13.746,0.035,26.7065637143657,62.9602932791481,0.001,0.001,0,512007316267491072,26.70655597061,0.0336,62.96028928453,0.0345,0.2646,0.0513,-0.818,0.063,-0.928,0.073,"false",5273.89,2.517,16.383038,2211.23,10.2964,16.989803,4519.28,6.43309,15.624248,1.365556,NA,NA,0,4956,NA,NA,NA,NA,0.130295
"1190",28,"SSTGLMC G129.1639+00.7169",129.163899,0.716956,26.653526,62.919168,15.132,0.045,14.679,0.052,14.147,0.07,13.779,0.04,13.419,0.037,26.6535940769614,62.919154667448,0.003,0.002,0,512009721449203456,26.65357905604,0.0834,62.91915805105,0.0895,-0.141,0.1159,-1.588,0.145,0.786,0.176,"true",2017.71,1.86564,17.42622,683.55,10.3998,18.264463,2039.79,7.9835,16.487957,1.776506,NA,NA,0,NA,NA,NA,NA,NA,0.121457
"1191",30,"SSTGLMC G134.8470+02.1409",134.847083,2.140933,39.426642,62.52837,15.94,0.092,15.736,0.154,15.171,0.144,15.137,0.057,14.937,0.052,39.4265995290614,62.5283711522867,0.004,0.003,0,466058278667580160,39.42658695689,0.1241,62.52837517226,0.1355,0.014,0.1747,-1.347,0.219,0.934,0.286,"false",618.491,0.913538,18.710032,178.968,4.96151,19.719448,691.485,6.05234,17.662462,2.056986,NA,NA,0,NA,NA,NA,NA,NA,0.070654
"1192",33,"SSTGLMC G134.8100+02.1794",134.810068,2.17945,39.386286,62.578427,15.926,0.076,15.867,0.188,15.078,0.13,15.129,0.067,15.011,0.065,39.3862398632704,62.5784221972052,0.004,0.003,0,466058721040798848,39.38622587237,0.1073,62.5784171411,0.1121,0.4685,0.1569,-1.497,0.185,-1.174,0.24,"false",827.144,0.950223,18.394413,258.738,5.03645,19.319237,868.991,4.50779,17.414381,1.904856,NA,NA,0,NA,NA,NA,NA,NA,0.078421
"1193",44,"SSTGLMC G135.8729+01.1567",135.872929,1.156708,40.566398,61.212481,15.66,0.073,15.301,0.115,14.876,0.113,14.42,0.067,14.083,0.075,40.5664516234414,61.2126437876786,0.004,0.002,0,465617816879749888,40.56644657203,0.0968,61.21264159236,0.1003,0.282,0.1385,-0.565,0.149,-0.51,0.232,"false",1319.88,1.36625,17.887033,479.604,6.53954,18.649181,1274.76,6.7929,16.998348,1.650833,NA,NA,0,NA,NA,NA,NA,NA,0.593363
"1194",45,"SSTGLMC G128.9738+00.9396",128.973882,0.939647,26.346806,63.17678,15.798,0.068,15.642,0.13,14.95,0.133,14.965,0.064,14.409,0.1,26.346702969433,63.1767893016755,0.004,0.003,0,512030882745005312,26.34669906613,0.1114,63.17678639679,0.1159,0.3962,0.1605,-0.409,0.222,-0.675,0.242,"false",822.953,1.13969,18.399927,247.369,6.75827,19.368027,888.537,5.2733,17.390232,1.977795,NA,NA,0,NA,NA,NA,NA,NA,0.170686
"1195",50,"SSTGLMC G135.3438+02.1240",135.343801,2.124081,40.392157,62.311916,10.187,0.021,9.884,0.018,9.507,0.016,8.916,0.03,8.614,0.033,40.3922242446479,62.3119599388695,0.002,0.001,0,465995847021021824,40.39220887636,0.0499,62.31196385262,0.0533,0.1749,0.0663,-1.659,0.08,0.909,0.11,"false",411449,727.686,11.652576,197555,878.01,12.112167,318063,1365.69,11.005638,1.106529,NA,NA,0,5026.1,NA,NA,NA,NA,0.194097
"1196",55,"SSTGLMC G135.2229+02.1622",135.222945,2.162272,40.188562,62.396296,15.989,0.092,15.455,0.136,15.252,0.15,14.943,0.061,14.526,0.053,40.1887227675641,62.3962920149484,0.004,0.003,0,466008727620816384,40.18871700706,0.1132,62.39628945194,0.1157,0.4391,0.1472,-0.62,0.187,-0.595,0.251,"false",860.667,1.43018,18.351276,270.23,7.99519,19.272055,896.836,6.92979,17.380136,1.891918,NA,NA,0,NA,NA,NA,NA,NA,0.268555
"1197",59,"SSTGLMC G135.5288+00.2520",135.528811,0.252014,39.168723,60.524019,15.325,0.049,14.087,0.043,13.631,0.04,12.847,0.038,12.499,0.032,39.1687627416869,60.5240390444632,0.014,0.006,0,465223921138317824,39.1687588967,0.2484,60.52403727454,0.2994,0.2596,0.356,-0.439,0.38,-0.411,0.924,"false",280.939,0.921676,19.566835,52.9652,6.48851,21.041412,473.337,5.39918,18.073994,2.967419,NA,NA,0,NA,NA,NA,NA,NA,0.100812
"1198",81,"SSTGLMC G135.6332+00.2561",135.633243,0.256133,39.36682,60.486464,15.814,0.077,15.891,0.192,15.555,0.197,15.381,0.07,15.266,0.069,39.3669463630482,60.4864663553745,0.007,0.003,0,465243364449963136,39.36694188793,0.1269,60.48646444055,0.1653,0.5891,0.1798,-0.512,0.186,-0.445,0.454,"false",713.454,0.887641,18.55495,235.469,5.54318,19.421555,758.434,6.21546,17.562124,1.85943,NA,NA,0,NA,NA,NA,NA,NA,0.224261
"1199",96,"SSTGLMC G128.0831+01.0992",128.083105,1.099275,24.467977,63.505664,14.928,0.049,14.551,0.076,14.228,0.082,14.048,0.046,13.77,0.063,24.4677179511819,63.5055964031261,0.005,0.004,0,512475536416724224,24.46770402624,0.1663,63.50560018162,0.1835,0.4951,0.2181,-1.443,0.269,0.878,0.338,"false",688.758,1.21319,18.593199,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.481976
"1200",97,"SSTGLMC G135.5854+00.5208",135.585473,0.520864,39.492304,60.74833,14.135,0.032,13.156,0.035,12.73,0.03,12.03,0.03,11.724,0.021,39.4923901864201,60.7483402093564,0.003,0.002,0,465256288012689280,39.49238695892,0.0813,60.74833874742,0.0749,0.4784,0.099,-0.366,0.112,-0.34,0.178,"false",2408.98,3.0703,17.23378,535.358,6.95552,18.529778,3029.34,13.8558,16.05855,2.471228,NA,NA,0,NA,NA,NA,NA,NA,0.156004
"1201",108,"SSTGLMC G128.1792+01.1358",128.179293,1.135892,24.694915,63.524286,16.031,0.088,15.397,0.125,15.178,0.151,14.811,0.131,14.394,0.102,24.6953067928519,63.5244480994764,0.004,0.003,0,512476391113375232,24.69530257287,0.1209,63.52444594407,0.1369,0.0775,0.1864,-0.437,0.209,-0.501,0.256,"false",755.345,1.24555,18.493002,251.533,8.08857,19.3499,823.578,10.8416,17.472658,1.877241,NA,NA,0,NA,NA,NA,NA,NA,0.857867
"1202",118,"SSTGLMC G135.2679+01.7624",135.267959,1.762419,39.927664,62.012752,15.561,0.065,14.356,0.064,13.279,0.031,11.468,0.042,10.708,0.027,39.9278343611655,62.012752369888,0.004,0.003,0,465892149330775296,39.92783062337,0.11,62.01275036876,0.1162,0.2042,0.1427,-0.407,0.182,-0.465,0.285,"true",1288.06,4.73841,17.913525,391.096,12.9225,18.87068,1479.56,15.8411,16.83659,2.03409,NA,NA,0,NA,NA,NA,NA,NA,0.28781
"1203",120,"SSTGLMC G135.1817+01.6484",135.181725,1.648444,39.661932,61.943224,15.487,0.054,15.637,0.162,14.95,0.124,14.849,0.054,14.806,0.051,39.6619143014254,61.9432495616316,0.002,0.002,0,465896783594626304,39.66190743758,0.0758,61.94324747008,0.0686,0.2398,0.0939,-0.75,0.115,-0.486,0.158,"false",2338.72,2.06189,17.265923,1066.63,12.8865,17.781355,2019.56,8.90932,16.49878,1.282576,NA,NA,0,NA,NA,NA,NA,NA,0.096779
"1204",123,"SSTGLMC G134.9952+01.1617",134.995227,1.161753,38.892795,61.570179,15.522,0.065,14.684,0.074,14.272,0.073,13.849,0.046,13.534,0.057,38.892915050041,61.5701936903223,0.004,0.003,0,465862320775564160,38.89290547451,0.1253,61.57018896629,0.1361,0.3892,0.1742,-1.059,0.19,-1.097,0.288,"false",759.18,2.09261,18.487505,238.921,6.69121,19.40575,925.577,8.18601,17.345888,2.059862,NA,NA,0,NA,NA,NA,NA,NA,0.212441
"1205",126,"SSTGLMC G135.8700+00.3673",135.870053,0.367331,39.89775,60.493398,14.024,0.028,13.782,0.04,13.564,0.039,13.468,0.044,13.259,0.043,39.8978256534781,60.4933683449717,0.001,0.001,0,465199353924545280,39.89782052814,0.0309,60.49336674109,0.0363,0.4514,0.044,-0.586,0.044,-0.373,0.084,"false",8390.79,2.59918,15.878859,3598.23,8.01802,16.461166,7299.45,10.046,15.103695,1.357472,NA,NA,0,4717.01,NA,NA,2.08,1.933,0.171438
"1206",128,"SSTGLMC G135.9051+00.4549",135.905191,0.454931,40.035229,60.559222,14.217,0.029,13.938,0.03,13.746,0.044,13.752,0.045,13.5,0.047,40.0353344021663,60.5592435460974,0.001,0.001,0,465201243710118400,40.03532868902,0.0334,60.55924072436,0.0365,0.451,0.0463,-0.652,0.047,-0.655,0.081,"false",7073.37,2.74375,16.0643,2880.29,9.24069,16.702797,6189.37,8.71092,15.282805,1.419992,NA,NA,0,4446,2.5538,1.293,2.26,1.803,0.201994
"1207",146,"SSTGLMC G135.2069+01.5314",135.206918,1.531458,39.611309,61.82596,15.439,0.054,15.48,0.15,15.219,0.158,14.902,0.048,14.796,0.043,39.6114120956243,61.825979463591,0.003,0.002,0,465884036131133312,39.61140049858,0.0936,61.82598353436,0.0807,-0.0592,0.1151,-1.272,0.139,0.945,0.178,"false",1783.43,1.7483,17.560225,765.168,6.95271,18.141996,1628.04,7.72788,16.73276,1.409237,NA,NA,0,NA,NA,NA,NA,NA,0.188726
"1208",212,"SSTGLMC G128.3962+00.4252",128.396207,0.425247,24.877549,62.78587,15.9,0.069,15.783,0.167,15.356,0.163,15.049,0.056,14.895,0.058,24.8775916001234,62.7858587770619,0.004,0.003,0,511678420548427008,24.8775769555,0.116,62.78586233176,0.129,-0.0016,0.1445,-1.555,0.194,0.826,0.242,"false",980.999,1.22912,18.209194,321.593,5.49412,19.08312,967.053,4.98118,17.298294,1.784826,NA,NA,0,NA,NA,NA,NA,NA,0.080939
"1209",233,"SSTGLMC G134.5843+01.9126",134.584339,1.912664,38.70997,62.421769,15.481,0.058,14.6,0.062,13.999,0.058,13.174,0.049,12.837,0.031,38.7098933336813,62.4218195640108,0.005,0.004,0,465971756545159168,38.70988636385,0.1411,62.42181552088,0.1401,0.5709,0.1993,-0.749,0.244,-0.939,0.293,"false",572.862,1.54167,18.79324,136.933,6.97246,20.010118,831.613,7.31439,17.462118,2.548,NA,NA,0,NA,NA,NA,NA,NA,0.2224
"1210",235,"SSTGLMC G134.5663+01.8299",134.566342,1.829928,38.605019,62.352469,14.882,0.045,13.7,0.044,12.828,0.035,11.937,0.03,11.441,0.029,38.6050363701372,62.3524823140112,0.004,0.004,0,465969694960796672,38.60503162857,0.1326,62.35247861891,0.1293,0.6865,0.19,-0.511,0.228,-0.858,0.275,"false",690.093,3.94892,18.591097,144.944,6.64729,19.948385,924.99,18.2523,17.346577,2.601809,NA,NA,0,NA,NA,NA,NA,NA,0.05603
"1211",239,"SSTGLMC G136.1261+01.0833",136.126193,1.083319,40.979751,61.040248,16.172,0.096,15.863,0.191,15.501,0.186,15.45,0.061,15.148,0.095,40.9797612827595,61.0402903185825,0.007,0.004,0,465601496003519744,40.97974938185,0.1843,61.04029384038,0.1967,-0.1389,0.2681,-1.338,0.286,0.818,0.435,"false",475.143,1.01215,18.996305,152.4,6.47302,19.893925,529.185,5.7301,17.952902,1.941023,NA,NA,0,NA,NA,NA,NA,NA,0.153398
"1212",259,"SSTGLMC G134.3024+00.8633",134.302444,0.863383,37.309144,61.557063,14.365,0.029,13.277,0.031,12.588,0.026,11.369,0.03,10.923,0.031,37.3090936335601,61.5570951223481,0.003,0.002,0,513562919058291584,37.30908551444,0.0833,61.55709212302,0.0744,0.3691,0.1089,-0.898,0.131,-0.697,0.171,"false",1787.62,2.68047,17.557676,404.394,5.63512,18.834375,2330.12,10.9666,16.343475,2.4909,NA,NA,0,NA,NA,NA,NA,NA,0.144328
"1213",262,"SSTGLMC G134.3486+00.8900",134.348691,0.890064,37.420069,61.564787,15.11,0.039,14.242,0.05,13.816,0.046,13.173,0.049,12.901,0.038,37.4201852675871,61.5647968677565,0.003,0.002,0,465547860452738816,37.42017293319,0.0916,61.56479227037,0.0948,0.2232,0.1307,-1.364,0.147,-1.068,0.215,"false",1084.77,2.03952,18.100018,275.048,5.67209,19.252867,1360.76,8.69095,16.927464,2.325403,NA,NA,0,NA,NA,NA,NA,NA,0.202446
"1214",263,"SSTGLMC G134.3414+00.9122",134.341493,0.912239,37.423259,61.588051,13.617,0.025,12.732,0.023,11.991,0.021,11.164,0.03,10.837,0.028,37.4233804655559,61.5880485245508,0.001,0.001,0,513586318040856064,37.4233741479,0.04,61.58804555096,0.0414,0.3997,0.0598,-0.698,0.063,-0.691,0.097,"false",4407.41,2.51895,16.577908,1161.32,8.28967,17.68901,5147.77,9.14855,15.482873,2.206138,NA,NA,0,4045.8,NA,NA,NA,NA,0.20825
"1215",281,"SSTGLMC G134.2191+00.9475",134.219163,0.947503,37.211332,61.665909,14.882,0.032,13.853,0.035,12.857,0.028,11.136,0.042,10.604,0.029,37.2113420851269,61.6659317952469,0.003,0.003,0,513567209726131968,37.21133227,0.1024,61.66592703947,0.1001,0.5131,0.1443,-1.082,0.164,-1.105,0.217,"false",1018.06,1.05282,18.168936,226.468,4.41471,19.46387,1303.92,6.30239,16.973791,2.490078,NA,NA,0,NA,NA,NA,NA,NA,0.083852
"1216",306,"SSTGLMC G134.2603+00.8078",134.260379,0.807825,37.184217,61.520851,15.068,0.045,13.996,0.04,13.398,0.037,12.631,0.035,12.369,0.038,37.1842888437453,61.5209027152973,0.004,0.003,0,513561716464613632,37.18428311475,0.1325,61.52090021213,0.1335,0.2791,0.1935,-0.634,0.218,-0.581,0.278,"false",589.339,3.69064,18.762453,144.095,6.74368,19.954765,898.555,14.892,17.378057,2.576708,NA,NA,0,NA,NA,NA,NA,NA,0.223318
"1217",309,"SSTGLMC G134.2198+00.7799",134.21981,0.779914,37.083645,61.509719,14.271,0.031,12.567,0.044,11.551,0.028,9.907,0.042,9.112,0.035,37.0837025275265,61.5097770009154,0.008,0.006,0,513561815250265856,37.08369246651,0.2316,61.50977138045,0.23,0.2646,0.342,-1.115,0.407,-1.305,0.542,"false",327.708,0.849901,19.399649,40.6686,7.28713,21.32824,678.438,7.0798,17.683144,3.645096,NA,NA,0,NA,NA,NA,NA,NA,0.230993
"1218",314,"SSTGLMC G134.2783+00.8428",134.278363,0.842797,37.246242,61.546781,15.538,0.057,14.404,0.057,13.687,0.042,12.335,0.043,11.876,0.031,37.2462238104969,61.546804230995,0.011,0.006,0,513562575460909696,37.24621030199,0.2408,61.54680004906,0.283,-0.2668,0.3597,-1.495,0.418,-0.971,0.712,"true",323.41,2.51596,19.413982,96.6691,6.02389,20.388168,555.598,12.5856,17.900019,2.48815,NA,NA,0,NA,NA,NA,NA,NA,0.089261
"1219",324,"SSTGLMC G134.8361+01.0594",134.836156,1.059447,38.501734,61.537586,15.503,0.063,14.365,0.066,13.682,0.044,12.479,0.034,12.035,0.032,38.5017596558767,61.5376031634925,0.005,0.003,0,465535971983180160,38.501753394,0.1193,61.53759782654,0.1395,0.4944,0.1676,-0.693,0.187,-1.24,0.296,"false",852.791,2.54891,18.36126,265.559,7.71409,19.290985,1047.82,10.6252,17.211206,2.079779,NA,NA,0,NA,NA,NA,NA,NA,0.075864
