"","X","designation","l","b","ra","dec","mag_j","dj_m","mag_h","dh_m","mag_ks","dks_m","mag3_6","d3_6m","mag4_5","d4_5m","ra_epoch2000","dec_epoch2000","errHalfMaj","errHalfMin","errPosAng","source_id","ra_x","ra_error","dec_x","dec_error","parallax","parallax_error","pmra","pmra_error","pmdec","pmdec_error","duplicated_source","phot_g_mean_flux","phot_g_mean_flux_error","phot_g_mean_mag","phot_bp_mean_flux","phot_bp_mean_flux_error","phot_bp_mean_mag","phot_rp_mean_flux","phot_rp_mean_flux_error","phot_rp_mean_mag","bp_rp","radial_velocity","radial_velocity_error","rv_nb_transits","teff_val","a_g_val","e_bp_min_rp_val","radius_val","lum_val","angDist"
"205",1947,"SSTGLMC G193.8427-00.7251",193.842717,-0.725131,93.226917,16.574839,15.333,0.063,14.826,0.083,14.331,0.073,14.393,0.046,14.113,0.033,93.2269186068687,16.5748591869649,0.008,0.007,90,3346102749941400064,93.22692018021,0.2389,16.57484850692,0.2278,-0.059,0.2776,0.35,0.508,-2.481,0.449,"false",1028.73,2.43317,18.157612,274.165,16.4407,19.256357,1231.73,20.8655,17.03563,2.220728,NA,NA,0,NA,NA,NA,NA,NA,0.072884
"206",1971,"SSTGLMC G194.6656-00.4139",194.665668,-0.413897,93.921516,16.000788,16.052,0.078,16.016,0.148,15.472,0.186,15.225,0.063,15.137,0.068,93.9215072352711,16.0007817494255,0.007,0.006,90,3369841545286239744,93.92150878251,0.2236,16.00076929336,0.2191,0.5626,0.2771,0.345,0.429,-2.893,0.367,"false",725.295,1.92301,18.537079,229.188,20.0678,19.45091,749.995,7.30068,17.574274,1.876637,NA,NA,0,NA,NA,NA,NA,NA,0.037766
"207",1976,"SSTGLMC G194.7629-00.4996",194.762969,-0.499642,93.891334,15.874389,15.137,0.036,14.572,0.043,14.35,0.07,14.144,0.047,13.85,0.041,93.8913419553274,15.8743874230107,0.003,0.003,90,3345817564112795648,93.89133735512,0.1318,15.8743767589,0.1172,0.2597,0.1692,-1.028,0.22,-2.477,0.178,"false",1805.53,2.72518,17.546852,575.687,9.12879,18.450922,1899.52,12.5904,16.56531,1.885613,NA,NA,0,NA,NA,NA,NA,NA,0.028126
"208",2034,"SSTGLMC G194.6867-01.4159",194.686743,-1.415989,93.017633,15.502947,15.167,0.043,14.865,0.084,14.716,0.09,14.476,0.059,14.236,0.054,93.017619125319,15.502949405651,0.004,0.004,90,3345733550257327104,93.01761745416,0.133,15.50294109098,0.1605,0.3527,0.2313,-0.374,0.276,-1.931,0.251,"false",2516.41,2.97812,17.18641,995.898,24.6248,17.85585,2271.51,22.6281,16.371132,1.484718,NA,NA,0,NA,NA,NA,NA,NA,0.048904
"209",2040,"SSTGLMC G194.9774-01.4019",194.977442,-1.401967,93.175013,15.254703,14.292,0.036,13.891,0.052,13.903,0.044,13.79,0.042,13.475,0.06,93.175010682434,15.2547150581253,0.002,0.001,90,3345676792265377792,93.17501529718,0.0496,15.25470247674,0.0467,0.4472,0.0606,1.034,0.099,-2.922,0.08,"false",8056.98,5.64852,15.922936,3572.16,18.4752,16.46906,6553.59,23.1747,15.220722,1.248339,NA,NA,0,4810.84,NA,NA,1.95,1.84,0.044149
"210",2046,"SSTGLMC G194.9713-01.3379",194.971349,-1.337931,93.230244,15.290744,15.016,0.06,14.282,0.082,14.01,0.084,13.631,0.143,13.02,0.096,93.2301469217448,15.2906688761374,0.003,0.002,90,3345677376380897280,93.23014546881,0.102,15.29065868766,0.1092,1.0871,0.1484,-0.326,0.183,-2.366,0.158,"false",3055.94,4.60708,16.975502,1143.33,13.7809,17.705956,2841.83,18.5702,16.127926,1.57803,NA,NA,0,4335.5,0.56,0.2757,0.67,0.141,0.432185
"211",2049,"SSTGLMC G195.3068-01.3787",195.306812,-1.378778,93.35948,14.976774,15.306,0.052,14.981,0.066,14.789,0.101,14.779,0.062,14.476,0.05,93.3594393428588,14.9767740990108,0.003,0.003,90,3345655695386058752,93.35944119261,0.0926,14.97676304481,0.1174,0.1071,0.1519,0.415,0.196,-2.567,0.163,"false",3058.03,4.35395,16.974762,1317.64,9.8604,17.551895,2519.5,9.19259,16.258635,1.293261,NA,NA,0,4833.59,NA,NA,NA,NA,0.141394
"212",2050,"SSTGLMC G195.4014-01.3514",195.401397,-1.351456,93.431135,14.906812,13.969,0.025,13.661,0.027,13.601,0.041,13.173,0.036,13.044,0.039,93.4311371896352,14.9068067250027,0.001,0.001,90,3344903904310227968,93.43114274362,0.0415,14.90679269761,0.0474,0.3688,0.0609,1.247,0.08,-3.258,0.064,"false",16520.6,177.535,15.1433,8004.82,247.667,15.593009,12643.5,416.373,14.507254,1.085755,NA,NA,0,4922.62,NA,NA,NA,NA,0.020461
"213",2053,"SSTGLMC G195.0029-01.4747",195.002911,-1.474717,93.121506,15.197473,14.799,0.044,14.367,0.053,14.115,0.058,14.026,0.051,13.688,0.099,93.1215218535421,15.1975039553499,0.013,0.013,90,3345674760744776704,93.12152532703,0.2787,15.19749435204,0.2592,0.2932,0.1176,0.779,0.859,-2.23,0.815,"false",3687.09,3.71917,16.771656,1450.57,27.768,17.447538,3379.77,11.2742,15.939702,1.507836,NA,NA,0,4445.6,NA,NA,NA,NA,0.124307
"214",2070,"SSTGLMC G196.4504+00.0963",196.45043,0.096386,95.264068,14.670584,13.937,0.027,13.584,0.033,13.417,0.03,13.304,0.036,13.094,0.034,95.2640658895576,14.670600014979,0.002,0.001,90,3344694894022096896,95.26406421303,0.0485,14.67058966184,0.049,0.2557,0.0613,-0.377,0.1,-2.405,0.092,"false",10173.3,7.26485,15.669708,4383.02,58.2259,16.246954,8622.33,25.0725,14.922858,1.324096,NA,NA,0,4682.67,NA,NA,NA,NA,0.058121
"215",2081,"SSTGLMC G196.7116+00.1601",196.711669,0.160161,95.449223,14.470084,15.79,0.067,15.272,0.089,15.228,0.118,14.938,0.04,14.663,0.051,95.4492280219392,14.4701075253552,0.005,0.005,90,3344672555894423552,95.44923016097,0.1853,14.47009461779,0.1893,0.5244,0.2157,0.481,0.341,-2.998,0.303,"false",1084.83,2.21808,18.09996,351.78,5.8183,18.98571,1098.55,17.9529,17.15987,1.82584,NA,NA,0,NA,NA,NA,NA,NA,0.086482
"216",2105,"SSTGLMC G195.7707-00.4082",195.770754,-0.408278,94.471688,15.031168,15.863,0.084,15.545,0.131,14.994,0.141,14.705,0.047,14.517,0.046,94.4717090675592,15.0311034151788,0.004,0.004,90,3344962934341199360,94.47170765799,0.1423,15.03109221268,0.1327,0.2666,0.1696,-0.316,0.275,-2.602,0.237,"false",1030.4,2.02205,18.15585,400.936,9.22353,18.843702,1038.13,9.94136,17.22129,1.622412,NA,NA,0,NA,NA,NA,NA,NA,0.24377
"217",2139,"SSTGLMC G196.6682-00.3037",196.668211,-0.303794,95.005596,14.289871,14.142,0.032,13.876,0.04,13.79,0.053,13.744,0.041,13.5,0.041,95.0055950739939,14.2898669943133,0.001,0.001,90,3344655410384379392,95.00559391973,0.0418,14.28985465008,0.0504,0.5878,0.0674,-0.26,0.081,-2.867,0.068,"false",11678.1,7.57452,15.519932,5707.33,20.3413,15.960306,8749.4,22.9045,14.906975,1.053331,NA,NA,0,5101.07,1.011,0.504,1.54,1.444,0.014778
"218",2144,"SSTGLMC G196.1217-00.4561",196.121717,-0.456167,94.60009,14.699416,11.847,0.024,11.781,0.023,11.759,0.02,11.747,0.035,11.549,0.033,94.6001002837557,14.6994269896848,0.001,0.001,90,3344730589491688960,94.60009592078,0.0387,14.69941416209,0.0399,1.2947,0.0487,-0.98,0.078,-2.979,0.065,"false",233965,63.1323,12.265487,156558,247.086,12.364697,118452,136.873,12.078067,0.286631,-0.8,0.92,2,8502,0.1123,0.0607,NA,NA,0.053363
"219",2153,"SSTGLMC G196.0440-00.3320",196.044091,-0.332006,94.675193,14.826567,15.634,0.062,15.686,0.145,15.202,0.176,15.031,0.064,14.951,0.06,94.6752175541849,14.8265588362943,0.003,0.002,90,3344755813838313472,94.67521473771,0.0858,14.82654752065,0.0892,0.4693,0.1135,-0.632,0.176,-2.628,0.147,"false",2662.38,3.32068,17.12519,1237.03,25.2628,17.620434,2106.2,19.2,16.453173,1.167261,NA,NA,0,NA,NA,NA,NA,NA,0.090365
"220",2167,"SSTGLMC G195.8655-00.5710",195.865502,-0.57105,94.369873,14.87056,15.392,0.056,15.229,0.096,15.108,0.157,14.693,0.053,14.549,0.063,94.3698854162863,14.8705163405482,0.003,0.002,90,3344924618934893056,94.36988726036,0.0931,14.87050355153,0.0866,0.2096,0.1011,0.414,0.181,-2.97,0.156,"false",1926.45,2.66241,17.476469,743.527,8.27343,18.173147,1799.55,11.3682,16.624008,1.549139,NA,NA,0,NA,NA,NA,NA,NA,0.163003
"221",2233,"SSTGLMC G195.5449-00.8521",195.54498,-0.852164,93.956217,15.018927,15.833,0.065,15.725,0.126,15.333,0.174,15.209,0.044,15.077,0.052,93.956229164087,15.0189327064305,0.006,0.005,90,3344991448626382848,93.95623126537,0.183,15.01892505653,0.1746,0.2481,0.1614,0.471,0.36,-1.777,0.304,"false",1255.52,2.5244,17.941305,494.82,13.2885,18.61527,1183.42,19.426,17.07907,1.536202,NA,NA,0,NA,NA,NA,NA,NA,0.04702
"222",2244,"SSTGLMC G195.5716-00.8236",195.571616,-0.823619,93.995335,15.009095,16.083,0.083,15.913,0.147,15.301,0.179,15.394,0.049,15.207,0.043,93.9953481505861,15.0091071709867,0.007,0.006,90,3344988253172505088,93.99535164457,0.2214,15.00909377786,0.2023,0.4548,0.1822,0.784,0.435,-3.111,0.396,"false",989.207,2.62635,18.200148,398.359,10.556,18.850702,954.094,8.13007,17.312943,1.53776,NA,NA,0,NA,NA,NA,NA,NA,0.063331
"223",2271,"SSTGLMC G193.3069+00.0201",193.306977,0.020178,93.643021,17.40196,13.168,0.022,12.8,0.023,12.531,0.023,12.419,0.031,12.225,0.03,93.643035466524,17.4019936947881,0.002,0.002,90,3370234590629505024,93.64303805118,0.0749,17.40198309675,0.0979,0.3014,0.1231,0.573,0.148,-2.461,0.112,"false",10684.1,20.506,15.616519,3739.5,25.2833,16.419353,11496.1,61.2537,14.610545,1.808808,NA,NA,0,4173.82,NA,NA,NA,NA,0.131086
"224",2279,"SSTGLMC G192.3271+00.1464",192.32711,0.146481,93.266802,18.322758,15.968,0.088,15.836,0.163,15.036,0.112,14.989,0.041,14.934,0.041,93.2667827051283,18.3227663160233,0.008,0.006,90,3373436020595375616,93.26678186648,0.2886,18.32275401621,0.2763,0.135,0.3354,-0.185,0.501,-2.857,0.417,"false",772.624,2.30723,18.468447,238.492,9.93101,19.407703,837.323,16.7642,17.454687,1.953016,NA,NA,0,NA,NA,NA,NA,NA,0.072418
"225",2298,"SSTGLMC G192.6128+00.2359",192.61289,0.235919,93.493556,18.114727,15.722,0.064,14.402,0.048,13.841,0.04,12.985,0.038,12.68,0.035,93.4935429730115,18.1147082120859,0.015,0.014,90,3373371080690801664,93.49354061311,0.5755,18.11469831081,0.6405,-0.7343,0.7122,-0.521,0.976,-2.3,0.884,"false",324.866,1.98787,19.409105,65.0726,17.4967,20.817894,483.845,12.7499,18.050154,2.76774,NA,NA,0,NA,NA,NA,NA,NA,0.081003
"226",2303,"SSTGLMC G193.2685+00.4094",193.268498,0.409475,93.982567,17.62146,15.396,0.052,14.285,0.047,13.416,0.04,11.984,0.033,11.545,0.03,93.9825470533885,17.6214805086471,0.009,0.007,90,3370326017596683264,93.98254552936,0.3396,17.62147153618,0.3313,0.0313,0.433,-0.337,0.577,-2.084,0.467,"false",479.181,4.06568,18.987118,96.635,12.2347,20.388552,639.176,14.7698,17.747868,2.640684,NA,NA,0,NA,NA,NA,NA,NA,0.100672
"227",2319,"SSTGLMC G193.0507+00.7351",193.050762,0.735136,94.174634,17.967892,14.695,0.037,14.36,0.045,14.11,0.063,14.011,0.055,13.73,0.04,94.1746425062135,17.967916573296,0.003,0.003,90,3370373781929702400,94.17464535585,0.0884,17.96790637502,0.0807,0.1724,0.0798,0.63,0.182,-2.369,0.169,"false",3766.81,3.26287,16.748432,1422.3,13.2504,17.46891,3496,16.2102,15.90299,1.56592,NA,NA,0,4494.69,NA,NA,NA,NA,0.093136
"228",2337,"SSTGLMC G192.9428+00.7020",192.942875,0.702003,94.090053,18.047046,13.922,0.037,13.447,0.045,13.088,0.038,13.019,0.045,12.764,0.034,94.0900745850308,18.0470434297788,0.003,0.003,90,3370378179976213504,94.09007359335,0.1009,18.04703244285,0.0944,0.198,0.1034,-0.219,0.206,-2.552,0.193,"false",3657.49,4.70131,16.780407,872.855,15.8093,17.999033,4338.25,21.0408,15.668634,2.330399,NA,NA,0,3976.12,2.3605,1.158,NA,NA,0.07446
"229",2360,"SSTGLMC G192.0689-00.2366",192.068915,-0.236625,92.78212,18.365028,16.072,0.079,15.601,0.102,15.221,0.111,14.982,0.05,14.734,0.065,92.7820873892112,18.3650161497225,0.013,0.012,0,3373623487327094784,92.78208738775,0.3208,18.36500576841,0.2905,-0.7748,0.379,0,0.794,-2.411,0.838,"false",417.325,1.44165,19.13718,97.3177,11.2145,20.380909,515.403,10.0638,17.981554,2.399355,NA,NA,0,NA,NA,NA,NA,NA,0.119307
"230",2371,"SSTGLMC G192.0874-00.4997",192.087457,-0.499781,92.548757,18.221843,15.124,0.038,14.535,0.049,14.316,0.06,14.003,0.037,13.631,0.035,92.5487474249829,18.2218727287201,0.009,0.007,90,3373527623657288704,92.5487476113,0.3016,18.2218618189,0.2749,-0.0685,0.1882,0.041,0.568,-2.534,0.465,"false",1143.28,2.34984,18.042988,260.155,10.6298,19.313309,1392.99,13.5307,16.902046,2.411263,NA,NA,0,NA,NA,NA,NA,NA,0.11192
"231",2380,"SSTGLMC G191.6556-01.2063",191.65564,-1.20632,91.677705,18.25669,14.271,0.026,14.005,0.031,13.713,0.033,13.669,0.057,13.435,0.053,91.6776542481764,18.25670058166,0.001,0.001,90,3373569817416054272,91.67765286763,0.0567,18.25669270221,0.0574,0.3634,0.0717,-0.305,0.097,-1.83,0.079,"false",7476.59,6.12397,16.004107,3073.4,12.1745,16.632341,6427.9,15.1366,15.241747,1.390595,NA,NA,0,4524.67,NA,NA,NA,NA,0.177642
"232",2423,"SSTGLMC G190.9137+00.5232",190.913775,0.523256,92.898222,19.743323,14.898,0.035,13.738,0.03,12.975,0.023,12.028,0.036,11.535,0.024,92.8982416737038,19.7433267959792,0.006,0.005,90,3374898267980380160,92.89823853946,0.2165,19.74331365249,0.1993,0.7073,0.2093,-0.685,0.41,-3.053,0.346,"false",901.175,3.08887,18.301342,183.267,11.8078,19.69368,1221.17,29.2056,17.044983,2.648697,NA,NA,0,NA,NA,NA,NA,NA,0.068048
"233",2424,"SSTGLMC G190.9175+00.5257",190.917542,0.525714,92.902437,19.741204,13.338,0.022,12.181,0.024,11.394,0.017,10.182,0.035,9.664,0.024,92.9024261260692,19.741196215553,0.005,0.004,0,3374898272277379072,92.90242405944,0.0902,19.74118506843,0.0791,0.4638,0.1132,-0.452,0.277,-2.589,0.305,"false",5007.85,24.3353,16.439238,1257.01,32.7693,17.603037,6031.68,100.627,15.310825,2.292212,NA,NA,0,3567.89,2.4172,1.2057,NA,NA,0.046292
"234",2429,"SSTGLMC G190.9153+00.2683",190.915355,0.268386,92.661838,19.619138,15.174,0.04,14.158,0.035,13.744,0.039,12.897,0.033,12.625,0.03,92.6618387547021,19.6191405968751,0.008,0.006,90,3374890743197577216,92.6618406011,0.2567,19.61913248156,0.2383,0.8334,0.2072,0.404,0.499,-1.885,0.385,"false",1032.57,5.79121,18.15357,260.454,20.5184,19.312061,1291.02,18.5391,16.984587,2.327475,NA,NA,0,NA,NA,NA,NA,NA,0.009693
"235",2434,"SSTGLMC G191.2156+00.3416",191.215679,0.3416,92.883422,19.391264,14.409,0.026,13.509,0.028,13.066,0.021,12.399,0.058,12.086,0.039,92.8833474670828,19.3912551187367,0.004,0.003,90,3373757597680142336,92.88334966339,0.1198,19.39124126326,0.1105,0.291,0.1103,0.481,0.229,-3.218,0.193,"false",2439.17,7.49837,17.220259,719.785,14.0877,18.20838,3031.52,55.5382,16.05777,2.15061,NA,NA,0,NA,NA,NA,NA,NA,0.255109
"236",2441,"SSTGLMC G190.9051+00.4017",190.905122,0.401728,92.78065,19.69239,14.92,0.035,14.011,0.035,13.621,0.033,12.722,0.044,12.076,0.036,92.7806215955895,19.6923809838816,0.005,0.004,90,3374892701702714368,92.7806234743,0.1522,19.69237327356,0.1383,0.5297,0.1803,0.411,0.305,-1.791,0.281,"false",1302.67,2.91432,17.901276,310.475,13.5305,19.121323,1617.98,11.4591,16.739485,2.381838,NA,NA,0,NA,NA,NA,NA,NA,0.1016
"237",2465,"SSTGLMC G190.8197-00.1089",190.819733,-0.108989,92.262179,19.520403,15.19,0.04,14.312,0.038,13.708,0.034,12.717,0.046,12.398,0.034,92.262166758227,19.520389149758,0.005,0.004,90,3374522514178670592,92.26217069241,0.1741,19.52037619815,0.1765,0.5538,0.2246,0.861,0.333,-3.008,0.284,"false",836.804,2.35974,18.381807,189.059,12.0927,19.659893,1070.33,12.0617,17.188128,2.471766,NA,NA,0,NA,NA,NA,NA,NA,0.064896
"238",2467,"SSTGLMC G190.7518-00.1814",190.751886,-0.181478,92.160008,19.544609,12.538,0.021,12.126,0.022,11.799,0.02,11.451,0.027,11.138,0.027,92.1600143897164,19.5445946787665,0.001,0.001,90,3374569071624183808,92.16001596737,0.0292,19.54458393478,0.0298,0.4097,0.0383,0.345,0.054,-2.495,0.046,"false",24994.1,18.2729,14.693771,9010.22,33.8522,15.464549,24276.1,89.9165,13.798973,1.665576,NA,NA,0,4232,NA,NA,5.44,8.553,0.055928
"239",2479,"SSTGLMC G191.3476-00.2402",191.347672,-0.240289,92.411189,18.994886,14.533,0.03,14.036,0.033,13.722,0.04,13.537,0.052,13.163,0.064,92.4111820574141,18.9949075282084,0.003,0.002,90,3373720351726899200,92.41118157299,0.099,18.9948989804,0.1203,0.2426,0.162,-0.106,0.182,-1.985,0.15,"false",2379.34,3.04495,17.247223,601.988,8.61937,18.402418,2720.82,8.24109,16.17517,2.227247,NA,NA,0,NA,NA,NA,NA,NA,0.081025
"240",2485,"SSTGLMC G191.4219-00.1168",191.421919,-0.116819,92.563454,18.989561,16.373,0.108,16.209,0.188,15.253,0.113,15.365,0.089,15.084,0.079,92.563389771158,18.9895326646495,0.014,0.013,90,3373718118344139776,92.5633949627,0.4756,18.9895200082,0.4654,-1.1148,0.6167,1.14,0.894,-2.94,0.816,"false",360.227,1.80171,19.296926,151.548,44.4871,19.900015,412.098,33.6403,18.224419,1.675596,NA,NA,0,NA,NA,NA,NA,NA,0.241265
"241",2486,"SSTGLMC G191.4317-00.1232",191.431788,-0.123203,92.562582,18.977837,15.93,0.071,15.168,0.068,15.061,0.089,14.415,0.047,14.17,0.05,92.5625999489866,18.9778651229572,0.006,0.005,90,3373717736089989632,92.56260421166,0.1931,18.9778494561,0.1964,-0.2754,0.2648,0.936,0.394,-3.639,0.328,"false",856.648,15.0806,18.35636,197.226,16.4149,19.613977,1047.95,52.1769,17.211065,2.402912,NA,NA,0,NA,NA,NA,NA,NA,0.118253
"242",2500,"SSTGLMC G191.2633-00.1362",191.263352,-0.136286,92.464365,19.118984,16.313,0.098,15.713,0.129,15.636,0.158,15.278,0.084,14.823,0.086,92.4644007249478,19.1189976748191,0.011,0.01,90,3373723749044418560,92.46440373564,0.3771,19.11898795463,0.4324,0.7859,0.5492,0.661,0.739,-2.258,0.663,"false",329.807,1.43242,19.392715,83.712,9.24474,20.544418,409.006,7.05136,18.232595,2.311823,NA,NA,0,NA,NA,NA,NA,NA,0.131109
"243",2503,"SSTGLMC G191.2926+00.2399",191.292681,0.239922,92.828267,19.274822,14.572,0.029,13.505,0.027,12.983,0.024,12.184,0.041,11.75,0.02,92.8282751217406,19.2748343595191,0.005,0.004,90,3373752130188483584,92.82827436202,0.1555,19.27482290265,0.1408,0.2861,0.1406,-0.167,0.311,-2.661,0.269,"false",1618.78,24.3386,17.665396,324.694,25.3735,19.072702,2256.87,155.41,16.378153,2.69455,NA,NA,0,NA,NA,NA,NA,NA,0.052359
"244",2511,"SSTGLMC G197.9614+00.1685",197.961422,0.1685,96.060792,13.370274,12.468,0.024,12.396,0.023,12.3,0.022,12.245,0.036,12.106,0.028,96.0607826100477,13.3703038903377,0.001,0.001,90,3332340880156265472,96.06078627753,0.0335,13.37029264208,0.0291,0.5239,0.039,0.829,0.056,-2.612,0.044,"false",95036.1,302.188,13.243644,56901.2,548.852,13.463585,57171,522.023,12.868981,0.594604,NA,NA,0,6918,NA,NA,2.55,13.421,0.112519
"245",2518,"SSTGLMC G198.4419+00.7677",198.44197,0.767719,96.835782,13.224887,13.927,0.027,13.637,0.031,13.53,0.039,13.385,0.04,13.115,0.043,96.8357802908046,13.2248832936501,0.001,0.001,90,3332287523778791424,96.83578079666,0.0383,13.22487194339,0.038,0.5235,0.0446,0.114,0.075,-2.636,0.069,"false",13674.2,7.16113,15.348615,6446.09,13.3513,15.828147,10572.4,14.4929,14.701487,1.12666,NA,NA,0,4930.29,2.0627,1.019,2.04,2.21,0.014626
"246",2533,"SSTGLMC G198.7715+00.4653",198.771566,0.465325,96.718575,12.792428,13.837,0.024,13.471,0.029,13.312,0.034,13.32,0.054,13.011,0.04,96.7185617210302,12.7924658497409,0.001,0.001,90,3331497455954200576,96.71856421622,0.0553,12.79245690973,0.0492,0.6512,0.063,0.565,0.087,-2.076,0.074,"false",13187.7,9.00999,15.387939,6071.67,38.3203,15.893119,10541.2,32.1461,14.704698,1.188421,NA,NA,0,4892.7,1.405,0.7072,1.64,1.391,0.144013
"247",2537,"SSTGLMC G199.2672+00.8260",199.267258,0.826017,97.282026,12.521239,14.661,0.036,14.373,0.047,14.42,0.075,14.238,0.042,13.948,0.059,97.2820006506955,12.5212741672094,0.002,0.002,0,3331438632082514432,97.28199886063,0.0601,12.52126178533,0.0542,0.2817,0.0688,-0.406,0.126,-2.876,0.143,"false",7346.08,6.12546,16.023228,3709.7,16.8674,16.42804,5362.95,16.0785,15.438412,0.989628,NA,NA,0,5294.75,NA,NA,NA,NA,0.154805
"248",2574,"SSTGLMC G191.0855+00.0190",191.085588,0.019033,92.517386,19.349674,15.036,0.038,13.961,0.032,13.434,0.033,12.339,0.038,11.651,0.03,92.5173781854029,19.3497040967062,0.009,0.008,90,3374502134556404224,92.51737575432,0.3116,19.34969690409,0.291,0.2094,0.3393,-0.533,0.593,-1.671,0.503,"false",561.8,2.12853,18.814411,109.003,11.5051,20.257795,847.912,14.1763,17.441044,2.816752,NA,NA,0,NA,NA,NA,NA,NA,0.111552
"249",2576,"SSTGLMC G190.2173-01.5226",190.217385,-1.522681,90.642113,19.355108,14.483,0.03,14.043,0.033,13.779,0.05,13.551,0.041,13.247,0.075,90.6420963184325,19.3551294290643,0.003,0.003,90,3374636107474348544,90.64209869724,0.0868,19.35511867648,0.0864,0.3389,0.1015,0.521,0.182,-2.497,0.169,"false",3116.13,3.29081,16.954327,950.177,14.0352,17.906876,3406.83,9.70695,15.931043,1.975833,NA,NA,0,3862,2.4032,1.2038,NA,NA,0.095716
"250",2593,"SSTGLMC G190.8977-01.1956",190.897718,-1.195658,91.297182,18.923194,15.266,0.044,14.712,0.052,14.381,0.057,14.291,0.047,14.001,0.057,91.2971838594751,18.9231699252536,0.005,0.004,90,3374408572989568000,91.29718720001,0.1687,18.92316118768,0.1711,0.0941,0.2128,0.734,0.334,-2.029,0.267,"false",993.937,2.04075,18.19497,267.021,14.9146,19.285025,1185.64,9.30124,17.077038,2.207987,NA,NA,0,NA,NA,NA,NA,NA,0.0869
"251",2624,"SSTGLMC G190.1582-01.2638",190.15823,-1.263889,90.850124,19.533984,15.482,0.055,15.402,0.113,14.928,0.103,14.683,0.057,14.612,0.05,90.8501104565157,19.534001717187,0.003,0.003,90,3374664003285469184,90.85011269147,0.1067,19.53399368407,0.0983,0.3122,0.1243,0.489,0.204,-1.866,0.18,"false",1620.39,2.97015,17.664316,547.743,8.53384,18.504946,1575.08,10.7862,16.768667,1.736279,NA,NA,0,NA,NA,NA,NA,NA,0.07861
"252",2627,"SSTGLMC G190.6703-01.2887",190.670363,-1.288706,91.093632,19.07578,15.802,0.069,15.274,0.107,14.999,0.112,14.883,0.068,13.936,0.138,91.0936459563186,19.075752001225,0.004,0.004,90,3374426238192477696,91.09364449494,0.1485,19.07574411046,0.1516,0.6557,0.1891,-0.321,0.271,-1.833,0.236,"false",1076.06,2.02856,18.108776,333.357,5.1632,19.044115,1087.53,14.494,17.170813,1.873303,NA,NA,0,NA,NA,NA,NA,NA,0.11142
"253",2641,"SSTGLMC G191.0031-00.3809",191.003174,-0.380969,92.10431,19.228096,14.934,0.038,14.391,0.046,14.003,0.045,13.874,0.066,13.186,0.12,92.1042918216845,19.228157430197,0.004,0.003,90,3374489666268931072,92.10429504405,0.152,19.22814826191,0.1537,0.4461,0.1935,0.707,0.272,-2.129,0.217,"false",1665.98,2.63212,17.634192,442.575,8.97925,18.73642,1915.49,12.9095,16.556221,2.180199,NA,NA,0,NA,NA,NA,NA,NA,0.229619
"254",2642,"SSTGLMC G190.8974-00.4285",190.89748,-0.428528,92.00591,19.297405,15.027,0.038,14.474,0.047,14.179,0.05,13.997,0.039,13.708,0.049,92.005925818091,19.2974204762601,0.004,0.003,90,3374494025659532288,92.00592388395,0.1463,19.29741140191,0.1774,-0.1125,0.2322,-0.424,0.258,-2.108,0.215,"false",1491.52,2.50625,17.754295,382.192,9.78247,18.895685,1720.39,11.3947,16.672852,2.222834,NA,NA,0,NA,NA,NA,NA,NA,0.077413
"255",2651,"SSTGLMC G191.4967-01.1146",191.496711,-1.114658,91.680474,18.440111,14.322,0.028,14.052,0.03,13.888,0.038,13.776,0.042,13.393,0.072,91.6804815300082,18.4401136893635,0.002,0.001,90,3373582397376685056,91.68048685306,0.0582,18.440101975,0.0565,0.2455,0.0782,1.173,0.107,-2.721,0.087,"false",6666.35,5.3255,16.128645,2783.25,14.4808,16.740007,5712.08,19.6931,15.369934,1.370073,NA,NA,0,4865.34,NA,NA,NA,NA,0.027478
"256",2661,"SSTGLMC G191.3708-00.9190",191.370894,-0.919011,91.796096,18.64526,15.96,0.07,15.435,0.093,15.393,0.135,15.211,0.05,14.625,0.084,91.7960962146782,18.6452523953577,0.004,0.004,90,3374359026247516160,91.7960995668,0.1343,18.64524179121,0.1257,0.6002,0.1573,0.738,0.26,-2.463,0.231,"false",1201.75,2.51821,17.988834,452.467,12.418,18.712421,1114.2,9.29809,17.144512,1.567909,NA,NA,0,NA,NA,NA,NA,NA,0.027387
"257",2672,"SSTGLMC G191.4817-00.4399",191.481704,-0.439967,92.295068,18.78096,15.874,0.07,15.695,0.12,15.073,0.097,15.016,0.07,14.867,0.069,92.2950591809116,18.7810200505983,0.009,0.007,90,3373707977925402624,92.29506537265,0.2811,18.78100607875,0.2601,-0.0544,0.2855,1.362,0.568,-3.245,0.454,"false",560.059,1.91465,18.817781,148.257,5.86398,19.923847,667.516,9.0498,17.700766,2.223082,NA,NA,0,NA,NA,NA,NA,NA,0.218262
"258",2715,"SSTGLMC G191.4694-00.5687",191.469421,-0.568775,92.169789,18.729289,16.266,0.104,16.093,0.182,15.423,0.145,15.255,0.079,15.1,0.082,92.1697707064673,18.7293172658103,0.012,0.012,90,3373613763522735104,92.16977421679,0.3549,18.72930737055,0.3215,0.3293,0.3581,0.772,0.804,-2.298,0.774,"false",368.925,1.76243,19.27102,80.977,7.58889,20.580484,459.121,11.7596,18.107103,2.473381,NA,NA,0,NA,NA,NA,NA,NA,0.11935
