#medianL medianB  madL  madB  regDL  regDB  medianPmRa  madPmRa  medianPmDec  madPmDec  medianPlx madPlx nObj possibleName tileEdge tileRA tileDEC known unknown
137.81 -2.715 0.122 0.119 0.484 0.475 -0.02 0.138 -1.202 0.184 0.392 0.04 63 unknown 0.5 137.5 -3.0 False True
137.846 -1.764 0.07 0.079 0.489 0.473 0.157 0.095 -1.092 0.077 0.399 0.025 106 ASCC_9 0.5 137.5 -2.0 True False
137.872 4.426 0.072 0.035 0.46 0.469 -3.35 0.115 -0.146 0.056 1.466 0.031 26 Trumpler_3 0.5 137.5 4.0 True False
137.857 4.651 0.08 0.084 0.485 0.445 -3.319 0.069 -0.088 0.07 1.457 0.027 33 Trumpler_3 0.5 137.5 4.5 True False
138.116 -4.742 0.016 0.018 0.357 0.369 -0.23 0.04 0.921 0.042 0.492 0.026 29 Czernik_12 0.5 138.0 -5.0 True False
138.145 -1.745 0.105 0.118 0.489 0.486 0.219 0.119 -1.11 0.058 0.392 0.028 44 ASCC_9 0.5 138.0 -2.0 True False
138.147 4.662 0.07 0.116 0.433 0.465 -3.322 0.116 -0.086 0.107 1.452 0.033 43 Trumpler_3 0.5 138.0 4.5 True False
138.816 -2.229 0.097 0.121 0.495 0.461 0.393 0.059 -1.245 0.083 0.378 0.019 55 unknown 0.5 138.5 -2.5 False True
138.621 8.879 0.028 0.029 0.24 0.203 -1.466 0.035 1.042 0.05 0.375 0.018 59 Berkeley_10 0.5 138.5 8.5 True False
139.175 -2.281 0.103 0.106 0.493 0.476 0.475 0.196 -1.219 0.147 0.388 0.034 53 unknown 0.5 139.0 -2.5 False True
139.291 -1.17 0.121 0.14 0.492 0.49 0.607 0.081 -1.201 0.07 0.39 0.037 39 unknown 0.5 139.0 -1.5 False True
139.264 -0.816 0.096 0.117 0.446 0.466 0.601 0.104 -1.097 0.106 0.4 0.036 34 unknown 0.5 139.0 -1.0 False True
139.629 -1.192 0.077 0.054 0.46 0.465 0.693 0.094 -1.295 0.071 0.403 0.032 41 SAI_25 0.5 139.5 -1.5 True False
139.785 -0.806 0.092 0.115 0.489 0.471 0.627 0.112 -1.24 0.084 0.395 0.031 48 unknown 0.5 139.5 -1.0 False True
120.124 -4.837 0.026 0.016 0.182 0.187 -2.167 0.054 -1.78 0.071 0.503 0.031 64 Stock_21 0.2 120.0 -5.0 True False
120.087 1.118 0.059 0.04 0.191 0.188 2.228 0.075 -0.617 0.06 0.676 0.039 28 unknown 0.2 120.0 1.0 False True
120.084 1.036 0.023 0.018 0.188 0.197 -2.514 0.093 -0.859 0.083 0.216 0.048 99 FSR_0494 0.2 120.0 1.0 True False
120.146 1.279 0.034 0.039 0.191 0.194 2.234 0.08 -0.59 0.083 0.64 0.042 95 FSR_0496 0.2 120.0 1.2 True False
120.3 -2.643 0.035 0.03 0.197 0.191 -2.561 0.084 -1.088 0.075 0.508 0.043 84 NGC_129 0.2 120.2 -2.8 True False
120.316 -2.535 0.044 0.037 0.198 0.198 -2.604 0.084 -1.111 0.071 0.502 0.035 170 NGC_129 0.2 120.2 -2.6 True False
120.298 -2.549 0.032 0.02 0.178 0.174 -2.796 0.089 -1.377 0.078 0.495 0.067 18 NGC_129 0.2 120.2 -2.6 True False
120.305 -2.285 0.043 0.052 0.199 0.193 -0.981 0.14 -0.484 0.11 0.242 0.169 80 unknown 0.2 120.2 -2.4 False True
120.251 -1.655 0.026 0.036 0.198 0.189 -1.259 0.126 -0.321 0.115 0.142 0.079 83 unknown 0.2 120.2 -1.8 False True
120.328 -0.34 0.041 0.032 0.184 0.176 -3.262 0.097 -0.69 0.058 0.329 0.042 81 FSR_0498 0.2 120.2 -0.4 True False
120.295 1.126 0.053 0.05 0.193 0.192 2.211 0.143 -0.603 0.098 0.652 0.021 29 FSR_0496 0.2 120.2 1.0 True False
120.268 1.276 0.032 0.034 0.187 0.194 2.226 0.111 -0.619 0.12 0.647 0.047 86 FSR_0496 0.2 120.2 1.2 True False
120.465 -2.506 0.049 0.039 0.179 0.189 -2.612 0.067 -1.065 0.058 0.509 0.042 64 NGC_129 0.2 120.4 -2.6 True False
120.561 -1.274 0.011 0.012 0.188 0.197 -1.626 0.055 -0.5 0.036 0.181 0.043 60 NGC_136 0.2 120.4 -1.4 True False
120.756 -0.936 0.022 0.018 0.177 0.188 -2.324 0.072 -0.818 0.068 0.314 0.047 79 King_15 0.2 120.6 -1.0 True False
120.723 0.359 0.033 0.025 0.195 0.193 -3.236 0.108 -1.019 0.063 0.391 0.043 131 King_14 0.2 120.6 0.2 True False
120.687 1.071 0.048 0.04 0.187 0.191 -2.377 0.22 -0.708 0.143 0.276 0.074 47 unknown 0.2 120.6 1.0 False True
120.882 0.51 0.037 0.026 0.195 0.191 -2.811 0.073 -0.436 0.073 0.309 0.039 113 NGC_146 0.2 120.8 0.4 True False
121.106 0.511 0.051 0.049 0.2 0.197 -2.58 0.204 -0.295 0.121 0.313 0.05 131 unknown 0.2 121.0 0.4 False True
121.046 2.47 0.027 0.021 0.194 0.189 -1.719 0.101 0.422 0.096 0.242 0.071 66 unknown 0.2 121.0 2.4 False True
121.493 -1.742 0.03 0.025 0.172 0.182 0.35 0.068 -3.276 0.076 0.778 0.021 51 NGC_189 0.2 121.4 -1.8 True False
121.543 -1.287 0.045 0.042 0.197 0.194 -1.056 0.217 -0.405 0.211 0.192 0.071 162 unknown 0.2 121.4 -1.4 False True
121.552 -0.877 0.025 0.017 0.195 0.19 -1.435 0.079 0.071 0.058 0.313 0.036 103 Stock_24 0.2 121.4 -1.0 True False
121.961 -2.659 0.023 0.031 0.183 0.19 -4.072 0.086 -0.939 0.056 0.499 0.033 68 Czernik_2 0.2 121.8 -2.8 True False
121.931 1.15 0.031 0.043 0.187 0.198 -2.721 0.105 -0.525 0.09 0.362 0.039 85 Dias_1 0.2 121.8 1.0 True False
121.936 1.272 0.043 0.05 0.197 0.194 -2.719 0.112 -0.423 0.133 0.328 0.051 87 Dias_1 0.2 121.8 1.2 True False
122.06 -0.264 0.038 0.041 0.188 0.197 -2.093 0.073 -0.392 0.086 0.211 0.052 72 unknown 0.2 122.0 -0.4 False True
122.103 1.307 0.045 0.043 0.198 0.19 -2.438 0.157 -0.274 0.168 0.277 0.055 101 King_16 0.2 122.0 1.2 True False
122.094 1.319 0.02 0.016 0.192 0.188 -3.026 0.071 -0.465 0.07 0.328 0.038 116 King_16 0.2 122.0 1.2 True False
122.113 1.68 0.048 0.044 0.196 0.196 -2.487 0.189 -0.239 0.239 0.252 0.067 109 unknown 0.2 122.0 1.6 False True
122.29 1.318 0.043 0.055 0.191 0.194 -2.468 0.152 -0.273 0.171 0.254 0.054 91 unknown 0.2 122.2 1.2 False True
122.261 1.52 0.028 0.026 0.196 0.2 -2.382 0.097 -0.226 0.097 0.273 0.046 174 Berkeley_4 0.2 122.2 1.4 True False
122.296 1.691 0.037 0.057 0.199 0.196 -2.35 0.12 -0.097 0.114 0.281 0.048 108 unknown 0.2 122.2 1.6 False True
122.619 4.328 0.012 0.01 0.192 0.158 -2.503 0.054 -0.051 0.057 0.312 0.054 47 Berkeley_61 0.2 122.6 4.2 True False
122.869 -4.684 0.017 0.015 0.192 0.195 -1.363 0.084 -0.824 0.094 0.14 0.068 111 King_2 0.2 122.8 -4.8 True False
122.876 -4.676 0.032 0.04 0.183 0.157 -1.34 0.344 -1.091 0.205 0.227 0.144 40 King_2 0.2 122.8 -4.8 True False
123.121 -6.246 0.028 0.018 0.198 0.196 -2.359 0.086 -1.464 0.082 0.337 0.046 87 IC_1590 0.2 123.0 -6.4 True False
123.073 1.734 0.031 0.036 0.192 0.193 -2.396 0.088 -0.327 0.079 0.33 0.044 85 FSR_0519 0.2 123.0 1.6 True False
123.154 2.922 0.027 0.015 0.182 0.158 -1.555 0.105 -0.411 0.059 0.131 0.035 37 unknown 0.2 123.0 2.8 False True
123.317 1.887 0.045 0.049 0.192 0.193 -1.501 0.214 -0.084 0.219 0.196 0.091 91 unknown 0.2 123.2 1.8 False True
123.304 2.302 0.045 0.056 0.196 0.192 -1.774 0.214 -0.093 0.185 0.172 0.076 94 unknown 0.2 123.2 2.2 False True
123.462 -3.752 0.043 0.027 0.199 0.199 -1.368 0.091 -0.272 0.153 0.178 0.068 105 unknown 0.2 123.4 -3.8 False True
123.533 -0.734 0.046 0.038 0.193 0.184 -1.594 0.131 -0.24 0.161 0.269 0.091 58 unknown 0.2 123.4 -0.8 False True
123.54 5.546 0.04 0.032 0.199 0.197 -2.059 0.09 0.345 0.079 0.311 0.042 152 Skiff_J0058+68.4 0.2 123.4 5.4 True False
123.531 5.643 0.043 0.026 0.19 0.196 -2.077 0.062 0.367 0.077 0.32 0.04 116 Skiff_J0058+68.4 0.2 123.4 5.6 True False
123.654 -0.736 0.034 0.023 0.19 0.197 -1.668 0.16 -0.212 0.126 0.228 0.061 80 FSR_0524 0.2 123.6 -0.8 True False
123.655 5.514 0.038 0.048 0.184 0.198 -2.054 0.054 0.377 0.08 0.301 0.048 80 Skiff_J0058+68.4 0.2 123.6 5.4 True False
123.658 5.66 0.039 0.046 0.196 0.18 -2.064 0.094 0.382 0.091 0.301 0.052 98 Skiff_J0058+68.4 0.2 123.6 5.6 True False
123.934 1.075 0.049 0.038 0.187 0.194 -2.155 0.164 -0.322 0.107 0.323 0.062 116 Berkeley_62,COIN-Gaia_29 0.2 123.8 1.0 True False
124.154 -7.476 0.033 0.037 0.189 0.184 -4.464 0.078 -2.003 0.097 0.782 0.066 31 COIN-Gaia_2 0.2 124.0 -7.6 True False
124.142 -7.37 0.032 0.019 0.168 0.183 -4.512 0.063 -1.881 0.111 0.774 0.067 25 COIN-Gaia_2 0.2 124.0 -7.4 True False
124.074 -4.532 0.018 0.018 0.156 0.126 -2.503 0.053 0.193 0.083 0.256 0.032 31 unknown 0.2 124.0 -4.6 False True
124.081 0.124 0.047 0.056 0.196 0.198 -1.515 0.151 -0.15 0.107 0.24 0.057 73 unknown 0.2 124.0 -0.0 False True
124.084 0.507 0.057 0.059 0.197 0.199 -2.491 0.128 -0.333 0.147 0.304 0.052 89 COIN-Gaia_29 0.2 124.0 0.4 True False
124.098 0.731 0.059 0.052 0.194 0.198 -2.604 0.115 -0.392 0.085 0.323 0.045 58 COIN-Gaia_29 0.2 124.0 0.6 True False
124.042 1.098 0.031 0.037 0.198 0.195 -2.151 0.109 -0.274 0.11 0.325 0.056 136 Berkeley_62,COIN-Gaia_29 0.2 124.0 1.0 True False
124.269 -0.056 0.01 0.007 0.183 0.176 -0.186 0.115 -0.312 0.12 0.228 0.065 57 Czernik_3 0.2 124.2 -0.2 True False
124.692 -0.624 0.021 0.017 0.195 0.199 -2.086 0.098 -0.421 0.088 0.345 0.059 95 NGC_366 0.2 124.6 -0.8 True False
124.684 -0.58 0.018 0.015 0.192 0.199 -2.067 0.079 -0.426 0.09 0.338 0.041 71 NGC_366 0.2 124.6 -0.6 True False
124.935 -1.244 0.033 0.025 0.195 0.154 1.587 0.095 -2.271 0.078 0.845 0.025 79 NGC_381 0.2 124.8 -1.4 True False
124.943 -1.15 0.027 0.03 0.186 0.187 1.629 0.059 -2.218 0.085 0.854 0.035 47 NGC_381 0.2 124.8 -1.2 True False
125.065 0.088 0.042 0.043 0.193 0.18 -2.003 0.152 -0.287 0.068 0.27 0.089 46 unknown 0.2 125.0 -0.0 False True
125.292 -0.691 0.046 0.065 0.19 0.194 -2.087 0.115 -0.438 0.15 0.296 0.091 62 unknown 0.2 125.2 -0.8 False True
125.485 0.726 0.041 0.037 0.194 0.17 -2.14 0.104 -0.284 0.089 0.287 0.068 37 unknown 0.2 125.4 0.6 False True
125.526 2.083 0.043 0.038 0.197 0.192 -1.401 0.185 0.111 0.12 0.191 0.098 86 unknown 0.2 125.4 2.0 False True
125.538 7.902 0.036 0.045 0.16 0.178 -6.191 0.055 2.036 0.075 1.326 0.05 19 COIN-Gaia_30 0.2 125.4 7.8 True False
125.715 7.886 0.037 0.054 0.174 0.182 -6.157 0.062 2.073 0.118 1.363 0.037 26 COIN-Gaia_30 0.2 125.6 7.8 True False
125.885 -2.644 0.034 0.033 0.194 0.192 -1.454 0.089 -0.736 0.104 0.433 0.078 111 NGC_433 0.2 125.8 -2.8 True False
125.903 -2.553 0.042 0.032 0.196 0.197 -1.435 0.119 -0.743 0.094 0.43 0.083 126 NGC_433 0.2 125.8 -2.6 True False
125.843 -2.253 0.024 0.022 0.194 0.195 -2.453 0.104 -1.823 0.058 0.774 0.037 43 COIN-Gaia_3 0.2 125.8 -2.4 True False
125.896 -0.1 0.055 0.039 0.197 0.192 -1.811 0.201 -0.276 0.175 0.303 0.072 53 unknown 0.2 125.8 -0.2 False True
125.91 0.877 0.053 0.049 0.194 0.196 -1.842 0.158 -0.11 0.114 0.284 0.078 86 unknown 0.2 125.8 0.8 False True
126.109 -3.913 0.037 0.039 0.187 0.194 -0.552 0.127 -0.21 0.182 0.25 0.1 38 NGC_436 0.2 126.0 -4.0 True False
126.114 -3.899 0.021 0.019 0.188 0.195 -0.996 0.062 -0.587 0.066 0.262 0.036 190 NGC_436 0.2 126.0 -4.0 True False
126.073 -1.458 0.05 0.041 0.195 0.192 -0.367 0.126 -0.29 0.118 0.318 0.054 77 FSR_0534 0.2 126.0 -1.6 True False
126.093 -0.077 0.051 0.049 0.197 0.197 -1.656 0.172 -0.253 0.135 0.271 0.062 83 unknown 0.2 126.0 -0.2 False True
126.126 0.345 0.023 0.03 0.195 0.192 -1.599 0.081 -0.032 0.091 0.279 0.051 100 FSR_0536 0.2 126.0 0.2 True False
126.125 0.702 0.057 0.033 0.192 0.192 -1.831 0.146 -0.202 0.077 0.303 0.071 54 unknown 0.2 126.0 0.6 False True
126.285 -3.315 0.052 0.046 0.193 0.193 -0.841 0.111 -0.48 0.198 0.206 0.066 64 unknown 0.2 126.2 -3.4 False True
126.308 -2.327 0.024 0.024 0.196 0.193 -1.04 0.081 -0.811 0.106 0.253 0.062 76 FSR_0537 0.2 126.2 -2.4 True False
126.273 -0.691 0.041 0.053 0.196 0.194 -1.829 0.182 -0.349 0.163 0.303 0.08 82 unknown 0.2 126.2 -0.8 False True
126.303 -0.12 0.043 0.042 0.194 0.194 -1.675 0.186 -0.141 0.116 0.272 0.068 114 unknown 0.2 126.2 -0.2 False True
126.549 -4.453 0.034 0.034 0.199 0.196 -1.603 0.077 -0.651 0.079 0.291 0.043 94 NGC_457 0.2 126.4 -4.6 True False
126.561 -4.347 0.03 0.035 0.2 0.194 -1.575 0.082 -0.663 0.075 0.302 0.045 92 NGC_457 0.2 126.4 -4.4 True False
126.501 -0.117 0.058 0.051 0.198 0.177 -1.619 0.213 -0.263 0.104 0.295 0.077 65 unknown 0.2 126.4 -0.2 False True
126.501 1.312 0.054 0.048 0.195 0.199 -1.473 0.179 -0.124 0.176 0.205 0.088 100 unknown 0.2 126.4 1.2 False True
126.517 1.714 0.045 0.036 0.196 0.195 -1.212 0.198 0.03 0.177 0.176 0.076 136 unknown 0.2 126.4 1.6 False True
126.662 -4.434 0.031 0.026 0.189 0.198 -1.569 0.061 -0.661 0.078 0.323 0.035 169 NGC_457 0.2 126.6 -4.6 True False
126.672 -4.435 0.044 0.023 0.194 0.191 -1.821 0.089 -0.289 0.119 0.3 0.112 38 NGC_457 0.2 126.6 -4.6 True False
126.658 -4.357 0.031 0.028 0.193 0.195 -1.602 0.063 -0.632 0.077 0.309 0.041 225 NGC_457 0.2 126.6 -4.4 True False
126.702 0.483 0.051 0.055 0.191 0.195 -1.949 0.234 -0.321 0.102 0.268 0.079 64 FSR_0542 0.2 126.6 0.4 True False
126.931 -1.482 0.055 0.032 0.198 0.192 -1.998 0.089 -0.506 0.105 0.364 0.043 60 COIN-Gaia_31 0.2 126.8 -1.6 True False
127.097 -0.693 0.064 0.038 0.194 0.188 -1.594 0.109 -0.362 0.126 0.319 0.056 65 unknown 0.2 127.0 -0.8 False True
127.105 -0.291 0.046 0.043 0.196 0.196 -1.673 0.17 -0.2 0.198 0.317 0.105 88 unknown 0.2 127.0 -0.4 False True
127.111 -0.102 0.054 0.045 0.196 0.199 -1.59 0.152 -0.212 0.087 0.274 0.06 55 unknown 0.2 127.0 -0.2 False True
127.076 0.115 0.04 0.048 0.193 0.197 -1.649 0.152 -0.203 0.134 0.275 0.068 90 unknown 0.2 127.0 -0.0 False True
127.099 0.277 0.044 0.045 0.192 0.197 -1.602 0.131 -0.216 0.118 0.294 0.068 82 unknown 0.2 127.0 0.2 False True
127.107 0.702 0.054 0.037 0.191 0.192 -1.782 0.219 -0.133 0.14 0.267 0.083 112 unknown 0.2 127.0 0.6 False True
127.168 0.741 0.021 0.026 0.185 0.2 -4.266 0.063 0.251 0.088 0.322 0.036 217 NGC_559 0.2 127.0 0.6 True False
127.153 0.826 0.034 0.014 0.19 0.188 -4.277 0.09 0.289 0.078 0.346 0.027 41 NGC_559 0.2 127.0 0.8 True False
127.116 1.295 0.045 0.049 0.193 0.199 -1.886 0.206 -0.138 0.19 0.27 0.081 83 unknown 0.2 127.0 1.2 False True
127.319 -0.699 0.046 0.053 0.199 0.199 -1.507 0.229 -0.37 0.161 0.258 0.074 147 unknown 0.2 127.2 -0.8 False True
127.321 -0.512 0.059 0.052 0.198 0.197 -1.581 0.163 -0.358 0.185 0.293 0.08 119 unknown 0.2 127.2 -0.6 False True
127.312 -0.292 0.048 0.044 0.188 0.198 -1.608 0.085 -0.29 0.089 0.314 0.048 57 unknown 0.2 127.2 -0.4 False True
127.3 -0.096 0.056 0.041 0.197 0.198 -1.586 0.071 -0.316 0.096 0.308 0.057 59 unknown 0.2 127.2 -0.2 False True
127.305 0.102 0.045 0.048 0.197 0.195 -1.53 0.225 -0.27 0.116 0.281 0.066 131 unknown 0.2 127.2 -0.0 False True
127.235 0.732 0.026 0.028 0.198 0.17 -4.418 0.27 0.212 0.288 0.36 0.09 44 NGC_559 0.2 127.2 0.6 True False
127.239 0.736 0.029 0.028 0.199 0.191 -4.255 0.076 0.259 0.082 0.316 0.044 192 NGC_559 0.2 127.2 0.6 True False
127.269 0.829 0.046 0.021 0.194 0.152 -4.264 0.075 0.26 0.073 0.324 0.047 40 NGC_559 0.2 127.2 0.8 True False
127.304 2.318 0.047 0.052 0.198 0.2 -1.194 0.155 0.062 0.128 0.172 0.088 70 unknown 0.2 127.2 2.2 False True
127.307 9.308 0.056 0.044 0.186 0.188 -1.757 0.125 -0.254 0.102 1.12 0.048 41 Collinder_463 0.2 127.2 9.2 True False
127.497 -0.513 0.051 0.039 0.198 0.198 -1.563 0.181 -0.365 0.122 0.287 0.067 101 unknown 0.2 127.4 -0.6 False True
127.494 -0.114 0.041 0.046 0.195 0.198 -1.571 0.061 -0.293 0.147 0.315 0.047 139 unknown 0.2 127.4 -0.2 False True
127.489 0.085 0.046 0.05 0.199 0.193 -1.622 0.126 -0.228 0.137 0.264 0.065 85 unknown 0.2 127.4 -0.0 False True
127.508 0.281 0.043 0.053 0.193 0.194 -1.469 0.139 -0.214 0.168 0.256 0.069 96 unknown 0.2 127.4 0.2 False True
127.517 1.088 0.058 0.048 0.197 0.194 -1.393 0.225 -0.012 0.167 0.227 0.101 93 unknown 0.2 127.4 1.0 False True
127.516 4.481 0.033 0.041 0.188 0.184 -1.04 0.166 0.272 0.204 0.165 0.058 43 unknown 0.2 127.4 4.4 False True
127.468 9.486 0.037 0.046 0.194 0.192 -1.702 0.083 -0.265 0.126 1.137 0.027 37 Collinder_463 0.2 127.4 9.4 True False
127.705 -0.682 0.055 0.044 0.197 0.195 -1.585 0.233 -0.244 0.198 0.289 0.078 125 unknown 0.2 127.6 -0.8 False True
127.692 -0.512 0.052 0.054 0.198 0.196 -1.538 0.165 -0.323 0.077 0.3 0.071 88 unknown 0.2 127.6 -0.6 False True
127.733 2.088 0.029 0.025 0.195 0.181 -0.333 0.188 -0.025 0.318 0.138 0.09 49 NGC_609 0.2 127.6 2.0 True False
127.742 2.089 0.014 0.012 0.189 0.186 -0.672 0.078 -0.071 0.075 0.147 0.061 227 NGC_609 0.2 127.6 2.0 True False
127.741 2.091 0.013 0.019 0.161 0.175 -0.736 0.149 -0.268 0.108 0.108 0.062 28 NGC_609 0.2 127.6 2.0 True False
127.882 -2.884 0.047 0.043 0.194 0.196 -1.175 0.136 -0.628 0.12 0.305 0.084 91 unknown 0.2 127.8 -3.0 False True
127.892 -1.115 0.052 0.038 0.199 0.196 -1.673 0.131 -0.371 0.169 0.311 0.053 116 unknown 0.2 127.8 -1.2 False True
127.908 -0.696 0.051 0.055 0.199 0.196 -1.44 0.18 -0.313 0.182 0.299 0.077 116 unknown 0.2 127.8 -0.8 False True
127.905 -0.515 0.052 0.056 0.199 0.2 -1.546 0.123 -0.228 0.208 0.299 0.076 127 unknown 0.2 127.8 -0.6 False True
127.881 -0.29 0.043 0.046 0.197 0.199 -1.411 0.128 -0.176 0.173 0.29 0.066 90 unknown 0.2 127.8 -0.4 False True
127.916 0.117 0.046 0.043 0.198 0.196 -1.325 0.157 -0.26 0.215 0.279 0.081 124 unknown 0.2 127.8 -0.0 False True
127.919 0.494 0.05 0.043 0.195 0.199 -1.431 0.148 -0.195 0.171 0.271 0.076 94 unknown 0.2 127.8 0.4 False True
128.075 -1.841 0.029 0.03 0.194 0.2 -1.384 0.084 -0.496 0.092 0.355 0.048 141 NGC_581 0.2 128.0 -2.0 True False
128.114 -1.9 0.056 0.053 0.198 0.199 -1.362 0.176 -0.194 0.093 0.255 0.102 49 unknown 0.2 128.0 -2.0 False True
128.069 -1.717 0.024 0.042 0.193 0.197 -1.333 0.068 -0.559 0.071 0.304 0.088 153 Gulliver_16,NGC_581 0.2 128.0 -1.8 True False
128.108 -1.095 0.049 0.043 0.2 0.199 -1.469 0.231 -0.381 0.148 0.325 0.076 165 unknown 0.2 128.0 -1.2 False True
128.075 -0.719 0.042 0.046 0.196 0.195 -1.422 0.092 -0.341 0.097 0.337 0.066 83 unknown 0.2 128.0 -0.8 False True
128.083 -0.492 0.05 0.047 0.189 0.197 -1.552 0.135 -0.259 0.138 0.305 0.066 70 unknown 0.2 128.0 -0.6 False True
128.11 2.106 0.043 0.05 0.197 0.196 -1.369 0.2 0.077 0.22 0.189 0.094 119 unknown 0.2 128.0 2.0 False True
128.055 2.498 0.038 0.035 0.193 0.158 0.064 0.127 -1.387 0.107 1.01 0.089 60 FSR_0551 0.2 128.0 2.4 True False
128.234 -1.13 0.023 0.023 0.194 0.193 -1.613 0.057 -0.53 0.066 0.348 0.04 127 Trumpler_1 0.2 128.2 -1.2 True False
128.276 -0.893 0.042 0.042 0.197 0.194 -1.448 0.176 -0.377 0.101 0.341 0.078 81 unknown 0.2 128.2 -1.0 False True
128.303 -0.715 0.046 0.055 0.199 0.194 -1.308 0.138 -0.399 0.17 0.303 0.08 71 unknown 0.2 128.2 -0.8 False True
128.287 -0.496 0.045 0.045 0.195 0.196 -1.478 0.159 -0.366 0.123 0.286 0.048 58 unknown 0.2 128.2 -0.6 False True
128.296 -0.308 0.048 0.047 0.196 0.199 -1.385 0.22 -0.357 0.2 0.253 0.08 113 unknown 0.2 128.2 -0.4 False True
128.291 0.106 0.042 0.05 0.196 0.195 -1.291 0.164 -0.159 0.181 0.276 0.069 127 unknown 0.2 128.2 -0.0 False True
128.289 0.307 0.049 0.041 0.197 0.198 -1.387 0.223 -0.07 0.188 0.274 0.084 139 unknown 0.2 128.2 0.2 False True
128.504 -1.096 0.05 0.041 0.198 0.199 -1.435 0.188 -0.325 0.174 0.291 0.077 153 unknown 0.2 128.4 -1.2 False True
128.487 -0.921 0.058 0.036 0.197 0.19 -1.301 0.145 -0.277 0.169 0.29 0.07 96 unknown 0.2 128.4 -1.0 False True
128.541 1.73 0.021 0.021 0.196 0.195 -1.223 0.066 0.035 0.07 0.325 0.03 126 NGC_637 0.2 128.4 1.6 True False
128.696 -1.888 0.048 0.052 0.197 0.2 -1.13 0.175 -0.406 0.165 0.258 0.095 157 unknown 0.2 128.6 -2.0 False True
128.699 -1.695 0.042 0.047 0.196 0.196 -1.156 0.152 -0.432 0.123 0.286 0.061 108 unknown 0.2 128.6 -1.8 False True
128.7 -0.707 0.059 0.048 0.195 0.194 -1.275 0.083 -0.265 0.145 0.31 0.062 67 unknown 0.2 128.6 -0.8 False True
128.719 -0.517 0.054 0.044 0.196 0.199 -1.186 0.211 -0.222 0.148 0.321 0.063 81 unknown 0.2 128.6 -0.6 False True
128.696 -0.3 0.058 0.049 0.197 0.198 -1.264 0.196 -0.201 0.171 0.251 0.074 83 unknown 0.2 128.6 -0.4 False True
128.68 -0.151 0.048 0.037 0.194 0.188 -1.253 0.246 -0.148 0.196 0.291 0.071 95 unknown 0.2 128.6 -0.2 False True
128.698 0.901 0.043 0.05 0.197 0.193 -1.115 0.215 -0.081 0.223 0.243 0.079 97 unknown 0.2 128.6 0.8 False True
128.893 -0.903 0.052 0.051 0.197 0.196 -1.199 0.133 -0.288 0.125 0.312 0.053 94 unknown 0.2 128.8 -1.0 False True
128.888 -0.708 0.042 0.055 0.198 0.2 -1.202 0.153 -0.209 0.146 0.312 0.071 88 unknown 0.2 128.8 -0.8 False True
128.894 -0.498 0.052 0.046 0.197 0.199 -1.186 0.116 -0.242 0.201 0.317 0.04 106 unknown 0.2 128.8 -0.6 False True
128.927 -0.328 0.053 0.044 0.193 0.197 -1.08 0.091 -0.178 0.14 0.312 0.073 51 unknown 0.2 128.8 -0.4 False True
128.885 -0.076 0.04 0.034 0.191 0.186 -1.137 0.108 -0.127 0.156 0.271 0.072 41 unknown 0.2 128.8 -0.2 False True
129.101 -1.299 0.052 0.052 0.195 0.199 -1.264 0.178 -0.335 0.156 0.288 0.083 134 unknown 0.2 129.0 -1.4 False True
129.109 -1.101 0.043 0.047 0.196 0.191 -1.105 0.139 -0.284 0.164 0.284 0.083 125 unknown 0.2 129.0 -1.2 False True
129.109 -0.909 0.049 0.042 0.196 0.199 -1.215 0.156 -0.155 0.115 0.293 0.063 117 unknown 0.2 129.0 -1.0 False True
129.096 -0.72 0.045 0.049 0.2 0.192 -1.133 0.163 -0.173 0.162 0.304 0.079 88 unknown 0.2 129.0 -0.8 False True
129.088 -0.478 0.043 0.06 0.197 0.199 -1.099 0.099 -0.204 0.092 0.294 0.056 89 unknown 0.2 129.0 -0.6 False True
129.086 -0.349 0.027 0.021 0.173 0.19 -0.858 0.161 -0.168 0.124 0.284 0.073 39 NGC_654 0.2 129.0 -0.4 True False
129.085 -0.351 0.022 0.017 0.196 0.189 -1.099 0.059 -0.272 0.087 0.309 0.035 289 NGC_654 0.2 129.0 -0.4 True False
129.076 -0.353 0.032 0.026 0.187 0.187 -1.373 0.131 -0.593 0.156 0.314 0.081 24 NGC_654 0.2 129.0 -0.4 True False
129.088 -0.367 0.015 0.009 0.189 0.052 -1.223 0.037 0.077 0.041 0.394 0.081 16 NGC_654 0.2 129.0 -0.4 True False
129.093 1.086 0.041 0.043 0.194 0.196 -1.322 0.182 -0.104 0.251 0.289 0.1 146 unknown 0.2 129.0 1.0 False True
129.094 1.708 0.054 0.043 0.193 0.189 -1.372 0.216 -0.208 0.261 0.225 0.099 82 unknown 0.2 129.0 1.6 False True
129.323 -4.85 0.035 0.029 0.198 0.182 -1.065 0.124 -0.768 0.113 0.29 0.073 43 unknown 0.2 129.2 -5.0 False True
129.291 -2.689 0.048 0.04 0.195 0.186 -1.677 0.156 -0.389 0.215 0.263 0.067 96 unknown 0.2 129.2 -2.8 False True
129.362 -1.525 0.025 0.026 0.197 0.178 -0.808 0.049 -0.264 0.066 0.285 0.034 141 NGC_659 0.2 129.2 -1.6 True False
129.329 -1.527 0.048 0.048 0.194 0.184 -1.058 0.252 -0.504 0.121 0.262 0.103 77 NGC_659 0.2 129.2 -1.6 True False
