,clusterN,l,b,par,pmra,pmdec,l_std,b_std,par_std,pmra_std,pmdec_std,Nfound
23,23,136.28525384453187,-2.668856097792611,0.3936173872938549,-0.2481574332836521,-1.0460404743962417,0.09748412309336528,0.0832519553163387,0.033095516027839965,0.11203017537644208,0.10012052679843493,36
25,25,173.30395959546837,-0.21675273880690926,0.4500715065563879,0.12349835571118925,-2.3417400831165907,0.12768932083710058,0.07698770152821433,0.02851298494362252,0.09614657687403938,0.14314208940426534,36
26,26,134.30593946884778,-2.6199847821524966,0.4436079816584149,-0.41053954155056,-0.7980020662557201,0.031144395406596487,0.031406285468326016,0.016692848364228827,0.11489175718775048,0.07904502725381092,35
30,30,158.0758287215171,-3.0188944686985577,0.33220876968245183,1.3029116759015145,-1.3629079152845176,0.1050642900189616,0.07078033612280991,0.013373845648088169,0.04124131157065192,0.03886254215467887,33
32,32,132.09181408408446,5.362958766196487,0.2805734024636808,-1.272715075961914,0.6582608240575957,0.05053129008998295,0.045530258662873316,0.028068486317123928,0.059252907781863866,0.0849194159144976,32
33,33,183.50510034314647,-2.294308453869235,0.44423846578977466,1.3122388945412802,-2.550733100618212,0.07256965159401442,0.07201484540773692,0.05930680943059116,0.14629159528800226,0.12480263719104087,32
34,34,179.73611309931522,4.823505140677606,0.4914512083215816,-0.7171963909081298,-3.2593703037871533,0.033379522402392836,0.023685534121992584,0.024461457216246943,0.07440048279319074,0.061280763930750985,32
37,37,124.21930355337689,-7.459132756298014,0.7715259749174039,-4.447299966133076,-1.9886615343887932,0.06410293103934511,0.06061944860883758,0.016774389124961687,0.07939497975575498,0.06846976991310744,32
38,38,137.97022612858643,4.516857976942463,1.4560708833519374,-3.3210767497804032,-0.12483682096501822,0.09750617485810573,0.08496378242913827,0.019728496691126973,0.09861300308073367,0.08876079888684371,32
39,39,159.43248516608526,-3.0893331710510257,1.042521182825739,0.3716605980640849,-2.257559678284061,0.04330122973114077,0.04231182552352036,0.018567543357477692,0.07187699392315783,0.06621046416597713,31
40,40,162.26900709404023,1.607469260318836,0.3501005255165954,0.7624744204514246,-0.854595299778166,0.02967404687115933,0.03565326812842743,0.03705669546847112,0.08302450102618995,0.09303314677326993,31
41,41,159.29340000650438,-3.0305778377461974,1.0066919414212725,2.188183188516814,-1.2964640380153407,0.08982205920753801,0.07164860223221946,0.019245702860134103,0.12861198225401982,0.09203158346911043,31
42,42,130.14359365378152,0.3868768594506355,0.32286246662469764,-0.938972517739248,-0.12305228251200732,0.02881182973030632,0.03823343451319346,0.030558113608740032,0.058094082901541125,0.0831747963343697,31
43,43,158.04544854062866,-2.9833239781014638,0.22619003949426356,1.153542373671312,-1.3858575991077309,0.022488275898860956,0.06747279861152296,0.014161879676079606,0.1301474041217951,0.04287781433018869,31
44,44,124.10402530981978,0.7125721180012449,0.3199779920456333,-2.571555792306726,-0.34997710936450865,0.12186710880734558,0.14847747570298306,0.020674934701434125,0.1209468249223895,0.0556748414383441,31
45,45,163.60470020888832,5.014280005889909,0.08463914895877689,0.8087347675947495,-0.14714705542938236,0.06749364862125022,0.04541913539377615,0.019080491965472283,0.07703709014052396,0.04132192214980188,31
46,46,172.39278809659473,0.5404777229588779,0.5022165749954642,0.034981965704329265,-1.9461714343478629,0.04134316703522777,0.07190710969842476,0.014764623777372072,0.037988371468066495,0.05176947795126005,31
48,48,155.07795881234244,5.9446429385459885,0.14131155694703204,-0.07880382420973743,0.5158884792663408,0.028765680011713226,0.03065919056318438,0.01536010903402876,0.09389355341350576,0.06509237277149409,31
49,49,194.4686242361155,-0.931167695024942,0.550079339441091,-0.4493290311252259,-0.981471670101242,0.07437626300975418,0.08287955887979277,0.0340540609706105,0.1002512685526115,0.09098256251901413,31
50,50,184.035920410724,2.3338896702355374,0.529965291117687,0.3797083092156098,0.012261364753583049,0.07146655995581802,0.0550440093289628,0.0273691545410689,0.08305995437433157,0.08080710732529793,30
51,51,126.04504127689312,-1.4282974616749418,0.34203233624250523,-0.3531937680201027,-0.3101581575422332,0.061915920109158376,0.038526635686352916,0.03121204138648805,0.06833097544758666,0.07318779605216694,30
53,53,156.53333616220317,2.975218164289326,0.18950576452155146,0.09410431249056732,-1.7298675251128268,0.01682425647253405,0.03593773548958109,0.03349834933779428,0.09608216381918956,0.08242811178577128,30
54,54,179.29630505721448,1.2709246550463835,0.2797724457203451,0.8456111047289713,-1.790225943581092,0.05584849498085722,0.04087358931207702,0.034978286410665624,0.08980008275335995,0.0931608368073751,30
55,55,134.99491813643098,-4.032450953707623,0.3822332517307368,-0.6028782674283892,-1.184158200949529,0.04954723429775682,0.053944374957685344,0.012507975197113778,0.11991258910886403,0.060019725095774926,30
56,56,138.0013457957005,1.4786005685644719,0.43574371641125975,-0.1881056602203861,0.10772197544320568,0.09619541253789862,0.04652866694237553,0.031546037003722466,0.1321157944348823,0.09986680993689537,30
57,57,169.41528354314042,-3.336672406586476,0.8290393875209666,0.356930799969794,-3.751262062141542,0.08062968028281578,0.07568596414207941,0.04144158574579091,0.10793740259405728,0.0979156890523763,30
58,58,132.9274532261372,2.7443962786054663,0.9494686483857464,3.176847986335638,-3.9916814055487233,0.11600255964817155,0.09876798530328244,0.020978617064669868,0.07452768275127741,0.09629068349132056,30
59,59,196.6357250447678,0.3672045237593603,0.5672127383352146,0.2639740817975374,0.049745914647689626,0.1047994583639326,0.08375574317664967,0.026768443425742843,0.09011372313874924,0.0817148402416635,30
60,60,186.32968241357602,1.246579866523489,0.4504755948213283,0.95807237058851,-2.9857325412127844,0.05841244510923841,0.026179106914262257,0.021950288978599256,0.07934784745913216,0.08459965579061138,30
63,63,174.54052699205516,1.0767042085394167,0.8346552692904058,-0.15216248458490436,-3.3958252704108807,0.06072445391628763,0.05934475309250495,0.025260566098163958,0.1272508904439114,0.12340242108935966,30
64,64,190.00103407675442,-9.02087630216865,0.6665564421442777,0.2802092012404511,-2.412168236102811,0.07322944261138975,0.0635117337742024,0.039033935097808885,0.10488220425297164,0.09778044631373374,30
65,65,126.27531098669772,1.9171758454074772,0.16702318396320134,-1.196276534223326,0.1324246300109243,0.07410336049236417,0.08494616206495419,0.01981756935616199,0.06571304240965979,0.07057427147007915,29
67,67,171.74590147927663,2.422277420478949,0.3989224569589571,0.997580487012564,-2.4488528228591178,0.0594827838642865,0.06429392080764769,0.016787552808141128,0.09360950700083044,0.06760965618841931,29
68,68,161.6662182046075,-0.4540164291376316,0.7230534400709264,1.7050705525534298,-5.7055465310881015,0.09795279343826048,0.0842334994320556,0.04331682951844752,0.13660820511606842,0.11495344617493446,29
69,69,176.14526881621074,6.007877978155363,0.3792139352690527,0.6736695788310052,-1.7333429262518896,0.06725893495951771,0.06177078758148154,0.03434052880351668,0.08735262807738707,0.08595016912772767,29
71,71,163.61671088229056,5.011729844685274,0.13756592285422864,0.7410964919913301,-0.017887051874337326,0.03975857051390255,0.042477839208903585,0.00923450368903164,0.059989349572405225,0.06517389630552878,29
72,72,138.87957539466822,-2.24629391717686,0.3754038769427896,0.4274927306909036,-1.2354326796410444,0.08859007051976177,0.09732418558098087,0.02269868449087977,0.08636232110815185,0.08666296319919845,28
73,73,199.33806407558757,-6.123774228518902,0.1828878272390471,0.570743782912111,0.18441126396021,0.05100024114322858,0.028780453260838126,0.02359737856462815,0.05590473199170058,0.07057383774246707,28
75,75,199.53882563342555,-2.386975062149553,0.3052806835573179,0.4166892642540042,-0.9467799849211418,0.05122848384795406,0.054713090160312026,0.01710512514092909,0.060792932564092385,0.0716452876268875,28
77,77,186.08701895782616,5.23018461175562,0.30766645788905844,-0.37999233194206417,-2.0459246066914067,0.04820687020730759,0.03919502136965803,0.015343635815748284,0.05333153185225682,0.07240066175806367,28
78,78,195.94612193758815,-0.4192332284563509,0.3622899516682764,-0.3764293328365584,-1.804265537199876,0.03650649089780482,0.05832160574812091,0.0189255248852408,0.06673305694289698,0.07275963680148402,28
79,79,187.42924326882329,-1.1182492511445479,0.529168963017473,1.046626018220702,-4.160991033081058,0.0332447556879115,0.04605033032245004,0.030725625968886526,0.10064226234259896,0.11148597512577764,28
80,80,120.7298708761026,0.3820765641710054,0.3959556890904215,-3.2509500239319915,-1.024588311515987,0.05657003659984625,0.05299932276457176,0.03863733733246834,0.09737438156987413,0.07585122858015342,28
81,81,129.7862904601443,-3.4160126792685563,0.4495746724386593,-0.9497472808778368,-1.015870780821332,0.05391473965975839,0.04823966030685647,0.021165768455407685,0.06567989769949846,0.057478538920442565,28
85,85,131.2097061148585,-4.827341371364309,0.6751309092791448,-1.0950740864435151,0.3083137335436916,0.061307160292005926,0.04559300174771157,0.01240372425864214,0.042653472985006366,0.04237813610000015,28
87,87,191.20174124724315,-3.922094157027344,0.5702147814257164,0.1293149629487464,-1.1200038826148968,0.07408142848025509,0.11638434007489913,0.015690464323440824,0.0668134051001795,0.07682465405083591,28
88,88,186.6132734963231,2.251916254287869,1.141726095623407,2.2741188077423358,-2.7890816948398087,0.06556269520941074,0.08277514869453984,0.010881235836710341,0.12231812717795056,0.09243355287146883,28
90,90,185.6515900899921,5.915448575771526,0.4540674985797871,0.4580893028083737,-3.1836121538683257,0.059858055955108576,0.051212719119098235,0.02249483390710689,0.08757207782704679,0.06608115310790219,28
91,91,191.05171031894383,6.304888738777027,0.6312724548734671,1.935238541514594,-3.8193634564362813,0.05890782373676438,0.06337731614836,0.026786538116179804,0.0653131597694784,0.06590488360746936,28
92,92,152.07700750975852,0.2734673931423973,0.9581386391731084,2.1557615268381825,-2.2610493870750097,0.11053958049900507,0.08529446623432388,0.026716753501477515,0.11047558946557837,0.09407485128644537,28
93,93,189.6923913481592,3.8944921943617774,0.3421444205083015,1.0772175213112059,-2.6611590266123826,0.04873553603345685,0.03676399688250493,0.029868910003824207,0.08003767522263046,0.07543830398307848,28
95,95,130.38025291857463,-4.324167842615279,0.6223544775323319,-0.8290362998426498,0.2228740202935891,0.06469795104877249,0.0668844022455191,0.0265347093052708,0.07280619898599684,0.0743012670717361,28
96,96,131.16026853291018,-1.6906904216093115,0.9102449673297476,-0.008784572969843123,-1.6751423992421235,0.07107431217185589,0.06853092581185398,0.007346595267353186,0.06705118180462398,0.07429660049569647,28
97,97,150.54346993931068,-9.21861751415547,1.117413167032364,0.9262353656163996,-3.0237612060318844,0.11327681084456373,0.08169467364389311,0.024839150348130244,0.10161012827982788,0.09792410653868626,28
98,98,199.7751308524474,3.5526269646997792,0.15736314924266845,0.19608557240285032,-0.8156982502631568,0.025762420924465037,0.027155588449162826,0.01696611603819707,0.08293776773205004,0.09409381437657684,28
99,99,134.6533872882515,-2.8168182290831725,0.27537290722807944,-1.3652457721240223,-0.35852664835018344,0.04288573499959869,0.026163740636690584,0.017948069158051236,0.062125305162700664,0.08960710205171007,28
101,101,143.02706536063155,-3.95715797985832,0.3116824044583809,0.213174140635091,-0.7285701191500165,0.02718006084525119,0.0346791437333824,0.029527255984031837,0.11854490715301855,0.11259437511331725,28
102,102,130.75759759802793,2.6503165449986774,1.0121802466796186,-0.7178416684589531,-2.0839148589542043,0.07270323810543385,0.05476205902206525,0.02010350405707649,0.06121912366430868,0.07230497254754276,28
103,103,125.61900293363921,7.876155961049457,1.349242554174502,-6.180466239665048,2.082428657091078,0.1300805153425076,0.1139238243357634,0.03062940662506466,0.11740731204985955,0.10850678410283696,28
104,104,120.18575183140186,1.2664118554316504,0.6519863903790906,2.2307325037835795,-0.5795201563261809,0.06331607088779229,0.06529689872308223,0.03148564458536158,0.09286393174133052,0.10438048195310527,28
106,106,195.291828789579,4.506164023242945,0.3677174985778214,-0.0872669714984148,-1.0590013489280805,0.041869064152916455,0.03766419622504708,0.029069870504612294,0.05841894023023597,0.07831333070731263,28
108,108,120.20881685838349,-2.2944147955399514,0.6265094554213659,-0.9367438900990372,-0.4763222164186836,0.04316899196238587,0.05638506912105781,0.017114605465319233,0.05214375721392927,0.05303021622598519,28
109,109,120.32278408236351,-2.5611756817909197,0.5106062725456327,-2.589427891453087,-1.1024562954911696,0.08406746685474446,0.07339949175172078,0.0316256224282371,0.10827606636784334,0.09429465586401456,28
110,110,146.9653467372056,-3.7080848022488975,0.4152241805686087,1.2792243625783508,-0.7328878050710544,0.054642095310290836,0.037407451628149915,0.03317025989333024,0.084872200748944,0.1121002728201774,28
111,111,186.58966067052123,0.14909449199074495,0.483615012365965,0.25480346496167017,-2.1992748339797386,0.04974447568933128,0.03908705526514286,0.032203557754837166,0.08090890724980271,0.09016165261578883,28
112,112,146.10097809528386,-4.6647360680057055,0.8002124413717034,2.004987870476496,-6.806362589121185,0.06365859146015182,0.0745453461123537,0.018146520281017542,0.07630918436018959,0.07399969737893666,28
113,113,147.5129722605376,5.66703615508341,0.2274888691679963,1.7204269016354887,-1.1355890970138454,0.05418547772306182,0.05849238233572082,0.052625808837686236,0.10911705218268394,0.10975473499382107,28
114,114,148.6703070362325,1.0462495383252328,0.2029346551171612,0.14108032448297442,-0.3546800027983458,0.043072862442661175,0.05527761000019092,0.009964345495916172,0.05352454933015826,0.10505610693661754,28
115,115,140.3400187085117,0.9250278122238356,0.3641302903818751,0.6117590076660928,-0.8466646915404837,0.03922924023425766,0.027938869911393324,0.02348906202217706,0.06629314067302197,0.06662578638733274,28
116,116,143.94874949688472,3.6023498334844573,0.5564966619104365,0.5234481116673919,-2.3939536099379306,0.11193586477397688,0.08968440166004465,0.03571044610400978,0.1062974221198424,0.111354898274477,28
117,117,151.6558062501556,1.4537201853190775,0.4139930344350573,-0.8350938396584106,0.6060102814834889,0.0931350078172211,0.03674015027675758,0.023793378444886302,0.06198985508931097,0.055622516857228486,28
118,118,155.59743784066862,6.856016939405656,0.9959216399828084,0.222521582971298,-1.3681681421534782,0.06109237348778919,0.058522224435110626,0.011341411665440424,0.07094803101295957,0.0823452964432947,28
119,119,152.60355285774642,-1.5929352840792943,0.6467725845951201,1.3165990762789834,-3.662872046340672,0.08544166931404118,0.07630269584874842,0.038228264493459056,0.1500370322611713,0.1410728790301476,28
121,121,130.55289512261265,1.9594751883597137,0.6425839360342854,-4.908545322949818,-0.14605452368673935,0.06206539583964173,0.0569383305186672,0.018487469867851877,0.08424971185258262,0.08050975237590967,28
122,122,197.20737941440402,8.904340732785048,0.2103838637227382,-0.028574612030414087,-1.5263019745562825,0.043177191099738416,0.04347678913279871,0.03935798742551674,0.08799045762196346,0.10470213383412952,28
123,123,133.07212173827068,-1.193905838461641,0.35967663223935986,-0.5416066622224888,-0.3986734390025368,0.03723889530863212,0.04380300747705905,0.014059178448853205,0.10367819295136912,0.05980953885500044,28
124,124,137.2826995298195,-0.971094061517162,0.2673471432582242,-1.455849010497331,0.031014277299403776,0.043279078508968914,0.03369096505603237,0.011286902071969194,0.0995530892661781,0.07272241115881821,28
125,125,195.94823371801112,1.6963932784435345,0.19820566928163616,-0.15352425487770766,0.06999100107925063,0.019197659722868073,0.016917004646556773,0.027514470958802318,0.0682386032152388,0.07663451848805848,28
127,127,136.0573538626321,-1.138473275945318,0.3813564990500809,-0.5671949835586024,-0.0921171040576416,0.03799491014791285,0.04941913910349749,0.029418753732998987,0.1079375736279432,0.09849835681158653,28
128,128,160.73358642357715,0.12141409153646415,0.3735695305417829,-0.3237746831664326,-1.0185270312322785,0.032862611046608224,0.042008659688324436,0.01812658967450657,0.07252349253565511,0.060936280367388185,28
129,129,132.41527277258427,-6.14779763922663,0.7241047686718691,-1.8728174841614136,-1.749118889628025,0.0665685747029097,0.05978915922174125,0.02550249924815613,0.08411481012562341,0.08547493606556046,28
130,130,143.35421850346975,-0.1242021223404356,1.348934905263547,3.92233377845285,-1.8726069687394729,0.06621042184367057,0.07843432312565664,0.020523468090468837,0.1409985557307479,0.1584322809610366,28
131,131,133.68458412155238,-2.6690537952175086,0.6437641734287922,-1.0346278342773867,-1.5594790259517899,0.06807216456457822,0.03881478068784582,0.015813668795104634,0.08947158380632705,0.05540357837933167,28
132,132,162.50217343305314,-5.812398726288907,1.4758404852216955,3.5393981043621605,-5.704202682593827,0.09096003031465458,0.08546053931416196,0.02282255493170755,0.1469404141902118,0.1285400153330699,28
133,133,135.76357845170878,1.5437741923347574,0.8917618302899366,-1.754386391334672,2.104943413054115,0.1019849470987956,0.1071164285113487,0.025003907872856126,0.10650815741269448,0.1343997967579832,28
134,134,122.70060555642544,2.644390124421529,0.3624361296184646,-2.6242562324179097,-0.06890656685394693,0.06519499924821727,0.047413371026287336,0.014511077564494131,0.07871093627566744,0.03900793895274852,28
135,135,134.28979599532877,-2.6427113379195237,0.4860923555259055,-0.38003054242031786,-0.7213613641424974,0.0588820096530282,0.028932187197188288,0.00925145613169522,0.09059217982918216,0.057829784447826264,28
137,137,172.62686539187743,0.3139303182402749,0.6178440293129871,-0.03933625786796582,-3.407299087383942,0.06853194953619828,0.058122383997844265,0.04010473796874685,0.10313889674250666,0.10504907528863833,28
139,139,137.20226253165706,0.9443392295303036,0.42776060851629183,-0.3457040529520271,-0.3097928968749906,0.06952595783926596,0.0983417673211077,0.02642269178624088,0.13881667362711966,0.14254758014667362,28
140,140,135.8547939893637,0.26560388837864896,0.4490805168129838,-0.6966129084287296,-0.3499475217046495,0.03055658206608738,0.03787167562301296,0.023475436408496562,0.06907009496264885,0.07266834076080186,28
141,141,136.00530538720983,0.7046397220386061,0.4528758845491678,-0.6121913256560145,-0.2488409681379472,0.0497205766746856,0.058599021333538476,0.01018961159674822,0.06493820938003482,0.08659799748322776,28
142,142,137.84540020479307,-1.7888900500243154,0.4083280162285726,0.1835006562870621,-1.1162674949608782,0.06909482887275926,0.07205355626526726,0.031352052364054916,0.08893269463138842,0.07811478469476331,28
143,143,149.831857601709,0.18078614531604015,0.609132802478718,1.5241128002384874,-0.7478547206370294,0.05388011574413768,0.04743230459782708,0.031458414274051764,0.08189156260452414,0.09939697349862338,28
144,144,152.1924643248581,-1.1290180200812294,0.35206848548527103,0.759458279566467,-2.2266430780082063,0.07004345056050995,0.05113224702421156,0.02261235376581335,0.09406774180582217,0.08043560305482385,28
145,145,163.6014072769875,5.0418718470074095,0.19753013546021547,0.8014885510133605,0.0018131237418452149,0.057767407652494565,0.050898807958310616,0.013428424126254978,0.08275746690897415,0.08979659053410044,28
146,146,126.10818147658291,-3.8957778428900216,0.26451544275243744,-0.9876279860995336,-0.5788897172810592,0.043794045920654216,0.03848437378766312,0.03594010786668858,0.0853238602451639,0.08490937640838155,28
147,147,129.35355040481892,-5.796772650046588,0.25350961780578896,-1.4090297481364755,-0.4575244166610868,0.030342368669060513,0.04310452717067476,0.018379096462792427,0.07701972867090766,0.06693308843137437,28
148,148,162.9996306467711,-1.9502869189833951,0.914486000373246,-0.605040668958129,-2.8534916284864824,0.0863178845987098,0.07044517736306284,0.018984723095559642,0.08569996560724813,0.05642835678133187,28
149,149,121.97961796997622,-2.6562977166052755,0.4963049316128166,-4.073304538895334,-0.9088848924796232,0.05434629492157415,0.055220518825615024,0.024804925196959773,0.06496616130847763,0.06104561247150137,28
150,150,124.94519210978966,-1.213097164233998,0.8478260536692784,1.6118650860750587,-2.2694811365394587,0.05453277241167813,0.060765907668221465,0.02609636599864913,0.08311127858904284,0.07524365716350702,28
151,151,179.69324340481106,-1.486981004510903,0.7143043137515258,-0.10827105814024693,-3.792279455321249,0.0760009082249593,0.059991448659953914,0.031826482683786544,0.10761524898660928,0.08033765721619819,28
152,152,124.13082722815315,-1.1523453398685275,0.3819954411476359,-1.5277995426635806,-1.0118255389372175,0.06990572132699993,0.04588392178065431,0.017429361583122402,0.0894286147994556,0.05308075822430137,28
153,153,126.1414868695409,0.3473904091876508,0.29210945377795683,-1.6015074633122532,-0.034274309620707336,0.038766273348331715,0.038661407248499965,0.023343012422879204,0.10987780945339634,0.06729152776653619,28
154,154,175.658438103351,-3.689373571412753,0.2796193967168241,2.6265674542986277,-0.329530564277187,0.05642738173805096,0.05474480871743392,0.03845918365825489,0.16064453940137516,0.1047465172841938,28
155,155,168.68510094053056,1.0238102230767914,0.17196113563183182,0.2747021435061645,-0.6499326680747157,0.03606718938037084,0.03849941045315241,0.018026638375376332,0.05270997959374491,0.06882930269565628,28
156,156,120.34396347307134,-0.35399665278250186,0.3326380907386745,-3.308465353533668,-0.6954094633497239,0.05865356029106535,0.044114661015635034,0.019856932195858386,0.09023465153730416,0.06411520760512958,28
158,158,162.8794624496701,4.294094037708062,0.5685079292210549,-1.613565633552953,-1.2716408495147788,0.08109583855139275,0.06866200240839918,0.02557860139911669,0.06441983630686603,0.07138872235605967,28
159,159,127.94494739322329,0.4828360119254715,0.3361716519399153,-1.4291042996556151,-0.175750892124868,0.07142114273842383,0.07247755717984447,0.013258230584547476,0.08526075489977733,0.044840734755095264,28
160,160,168.91816682835568,-2.0121113819871588,0.5770282752400666,0.5240325701067263,-3.148941024386437,0.09566495715111416,0.0916394075196192,0.044487196657878064,0.10642479709094856,0.09905313795407064,28
161,161,127.20052537770422,0.7455939821819143,0.3210438905464285,-4.254161083801971,0.2616768714797422,0.06809055486065026,0.05813736500336824,0.04340753898710587,0.10034590311979964,0.1112504833019258,28
162,162,121.79846685832338,0.7481991042202754,0.2572999138918659,-1.7449953011559765,-0.3437343564139041,0.0213806609286639,0.026741257253245797,0.02243978875197675,0.0829490221642717,0.03912204827075502,28
163,163,129.2454406999301,3.2615124623337834,0.2404187331567894,-0.026046354088138348,0.392268005606239,0.04921840904731526,0.03407029740560532,0.025033764221359216,0.09355563786216063,0.0619193730736636,28
164,164,180.7582535340123,0.8542367296729967,0.17909623507643954,0.3132075645017469,-0.19089742902589002,0.0348267209871197,0.039264106873348185,0.01781752990607105,0.0656464865144315,0.07451371179600799,28
166,166,174.6537091848574,3.696759782041103,0.31340134364421657,0.5243107292149356,-1.6976816110681054,0.02266127629269697,0.03880285009271933,0.017163876245548357,0.05519231642072042,0.08326575426927295,28
167,167,126.63405819327204,-4.396143872737522,0.31454758130355603,-1.5784227415234482,-0.6540060438421302,0.0669553497874809,0.07183525421053692,0.03855063181119029,0.09483571713669428,0.0879209966702732,28
168,168,122.8612950150856,-4.661546981919368,0.13690904332174406,-1.3743710280284394,-0.7851436658348734,0.036641548553639984,0.040530823018761784,0.020619989177679317,0.06687532220973974,0.05523509334911382,28
169,169,172.24503485978798,-5.667250270755988,0.6104332202269753,1.6108643726312992,-4.206892516115613,0.06856350861083459,0.06975965284726668,0.02649952601238568,0.08375377901675732,0.04912141978791983,28
170,170,166.29257025489426,-0.6121883811944713,0.2420718048275277,-0.3123763220273981,-1.4659621101697755,0.06545896703527034,0.06945535507989037,0.030002765186986694,0.12664565898236185,0.07932999372853561,28
171,171,174.07594520208863,-8.86797007802854,0.3551414168028747,1.0542795774606732,-2.1307937251780666,0.07120977477228127,0.04846278033531081,0.03921311572565519,0.09487766971662344,0.0901345949248074,28
172,172,174.0445021850984,-0.7964788661908365,0.4705640580731743,0.4234560489935063,-2.7168801844326307,0.06199057137084844,0.060661777117210915,0.03216454037337047,0.10137791331746156,0.08010776929854242,28
173,173,128.11345270938438,-2.6570771209557793,0.38876646013479577,-0.7303407403063465,-0.7606462704672754,0.057063890027726986,0.041885157815168286,0.02269456853489146,0.05553910237674955,0.06281013039360052,28
175,175,121.49502360290705,-1.7530443679821277,0.7769522297402314,0.3307094744273433,-3.283950323438868,0.06497097508762555,0.04056720051870417,0.01750415143786174,0.08877765533875018,0.09486493895392978,28
176,176,123.12157843049594,-6.24655948965579,0.3330068902385306,-2.344836503564004,-1.441893095807421,0.036284858180171145,0.02901980705868175,0.032627044315319105,0.09989317143176206,0.09014262066547447,28
177,177,176.66440745353188,9.309825428134179,0.3453369610761358,0.9325329758843652,-2.0411890146969083,0.043872507031650416,0.0458922505539557,0.015389933485585571,0.0608419508229229,0.06565312128570454,28
178,178,184.0567595927324,2.2972683986460383,0.4601527121512869,0.3373911179814079,-0.054586445258839066,0.06564705508429237,0.04857881089732142,0.012697743179638466,0.05193429129189521,0.05083617042948002,28
